Directory:  /datastaging/DV3/sap/out/PDM1517
Name:       RECIPE_IO_9_20181218090634.txt
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Recipe|Change number|Division|Item|Description|Material|Substance|Quantity|UOM|Component Type|Exception Value|Formula
0000000000000000000000000000000000007846|000000005615|11|0010|BTL-HDPE Multi Div 100mm Cnstr SnpFt PCR|010027.022|000010027022|         100.000000|EA|COMPONENT||000000120377
0000000000000000000000000000000000007846|000000005615|11|0020|CLOS-Disp Snap Top 100mm Translucent Grn|136426.001|000000136426|         100.000000|EA|COMPONENT||000000120377
0000000000000000000000000000000000007846|000000005615|11|0020|CLOS-Disp Denali 100mm Translucent Green|135050.001|000000135050|         100.000000|EA|COMPONENT||000000120377
0000000000000000000000000000000000007846|000000005615|11|0030|FM GrnWksWps Can OrgScnt Wet Wipe|118795.001|000000118795|        6200.000000|EA|COMPONENT|ZN|000000120377
0000000000000000000000000000000000007846|000000005615|11|0040|LBL-WrPapr GrnWks Ntrl Wps Orig 62ct|12787000.150|000012787000|         100.000000|EA|COMPONENT||000000120377
0000000000000000000000000000000000007846|000000007286|11|0010|CU GrnWks Ntrl Wps Or 62ct|120366.001|000000120366|         100.000000|EA|PRODUCT||000000120377
0000000000000000000000000000000000007846|000000007286|11|0010|BTL-HDPE Multi Div 100mm Cnstr SnpFt PCR|010027.022|000010027022|         100.000000|EA|COMPONENT||000000120377
0000000000000000000000000000000000007846|000000007286|11|0020|CLOS-Disp Snap Top 100mm Translucent Grn|136426.001|000000136426|         100.000000|EA|COMPONENT||000000120377
0000000000000000000000000000000000007846|000000007286|11|0020|CLOS-Disp Denali 100mm Translucent Green|135050.001|000000135050|         100.000000|EA|COMPONENT||000000120377
0000000000000000000000000000000000007846|000000007286|11|0030|FM GrnWksWps Can OrgScnt Wet Wipe|118795.001|000000118795|        6200.000000|EA|COMPONENT|ZN|000000120377
0000000000000000000000000000000000007846|000000007286|11|0040|LBL-WrPapr GrnWks Ntrl Wps Orig 62ct|12787000.150|000012787000|         100.000000|EA|COMPONENT||000000120377
0000000000000000000000000000000000007846|000000008128|11|0010|CU GrnWks Ntrl Wps Or 62ct|120366.001|000000120366|         100.000000|EA|PRODUCT||000000120377
0000000000000000000000000000000000007846|000000008128|11|0010|BTL-HDPE Multi Div 100mm Cnstr SnpFt PCR|010027.022|000010027022|         100.000000|EA|COMPONENT||000000120377
0000000000000000000000000000000000007846|000000008128|11|0020|CLOS-Disp Snap Top 100mm Translucent Grn|136426.001|000000136426|         100.000000|EA|COMPONENT||000000120377
0000000000000000000000000000000000007846|000000008128|11|0020|CLOS-Disp Denali 100mm Translucent Green|135050.001|000000135050|         100.000000|EA|COMPONENT||000000120377
0000000000000000000000000000000000007846|000000008128|11|0030|FM GrnWksWps Can OrgScnt Wet Wipe|118795.001|000000118795|        6200.000000|EA|COMPONENT|ZN|000000120377
0000000000000000000000000000000000007846|000000008128|11|0040|LBL-WrPapr -WrPapr GrnWks Ntrl Wps Orig|129162.043|000000129162|         100.000000|EA|COMPONENT||000000120377
0000000000000000000000000000000000007846|000000008294|11|0010|CU GrnWks Ntrl Wps Or 62ct|120366.001|000000120366|         100.000000|EA|PRODUCT||000000120377
0000000000000000000000000000000000007846|000000008294|11|0010|BTL-HDPE Multi Div 100mm Cnstr SnpFt PCR|010027.022|000010027022|         100.000000|EA|COMPONENT||000000120377
0000000000000000000000000000000000007846|000000008294|11|0020|CLOS-Disp Snap Top 100mm Natural|139353.001|000000139353|         100.000000|EA|COMPONENT||000000120377
0000000000000000000000000000000000007846|000000008294|11|0020|CLOS-Disp Snap Top 100mm Translucent Grn|136426.001|000000136426|         100.000000|EA|COMPONENT||000000120377
0000000000000000000000000000000000007846|000000008294|11|0020|CLOS-Disp Denali 100mm Translucent Green|135050.001|000000135050|         100.000000|EA|COMPONENT||000000120377
0000000000000000000000000000000000007846|000000008294|11|0030|FM GrnWksWps Can OrgScnt Wet Wipe|118795.001|000000118795|        6200.000000|EA|COMPONENT|ZN|000000120377
0000000000000000000000000000000000007846|000000008294|11|0040|LBL-WrPapr -WrPapr GrnWks Ntrl Wps Orig|129162.043|000000129162|         100.000000|EA|COMPONENT||000000120377
0000000000000000000000000000000000007846|000000008787|11|0010|CU GrnWks Ntrl Wps Or 62ct|120366.001|000000120366|         100.000000|EA|PRODUCT||000000120377
0000000000000000000000000000000000007846|000000008787|11|0010|BTL-HDPE Multi Div 100mm Cnstr SnpFt PCR|010027.022|000010027022|         100.000000|EA|COMPONENT||000000120377
0000000000000000000000000000000000007846|000000008787|11|0020|CLOS-Disp Denali 100mm Translucent Green|135050.001|000000135050|         100.000000|EA|COMPONENT||000000120377
0000000000000000000000000000000000007846|000000008787|11|0020|CLOS-Disp Snap Top 100mm Translucent Grn|136426.001|000000136426|         100.000000|EA|COMPONENT||000000120377
0000000000000000000000000000000000007846|000000008787|11|0020|CLOS-Disp Snap Top 100mm Natural|139353.001|000000139353|         100.000000|EA|COMPONENT||000000120377
0000000000000000000000000000000000007846|000000008787|11|0030|FM GrnWksWps Can OrgScnt Wet Wipe|118795.001|000000118795|        6200.000000|EA|COMPONENT|ZN|000000120377
0000000000000000000000000000000000007846|000000008787|11|0040|LBL-WrPapr GrnWks Ntrl Wps Orig 62ct|12787000.150|000012787000|         100.000000|EA|COMPONENT||000000120377
0000000000000000000000000000000000007846|000000008787|11|0040|LBL-WrPapr -WrPapr GrnWks Ntrl Wps Orig|129162.043|000000129162|         100.000000|EA|COMPONENT||000000120377
0000000000000000000000000000000000007846|000000009121|11|0010|CU GrnWks Ntrl Wps Or 62ct|120366.001|000000120366|         100.000000|EA|PRODUCT||000000120377
0000000000000000000000000000000000007846|000000009121|11|0010|BTL-HDPE Multi Div 100mm Cnstr SnpFt PCR|010027.022|000010027022|         100.000000|EA|COMPONENT||000000120377
0000000000000000000000000000000000007846|000000009121|11|0020|CLOS-Disp Snap Top 100mm Natural|139353.001|000000139353|         100.000000|EA|COMPONENT||000000120377
0000000000000000000000000000000000007846|000000009121|11|0020|CLOS-Disp Snap Top 100mm Translucent Grn|136426.001|000000136426|         100.000000|EA|COMPONENT||000000120377
0000000000000000000000000000000000007846|000000009121|11|0020|CLOS-Disp Denali 100mm Translucent Green|135050.001|000000135050|         100.000000|EA|COMPONENT||000000120377
0000000000000000000000000000000000007846|000000009121|11|0030|FM GrnWksWps Can OrgScnt Wet Wipe|118795.001|000000118795|        6200.000000|EA|COMPONENT|ZN|000000120377
0000000000000000000000000000000000007846|000000009121|11|0040|LBL-WrPapr GrnWks Ntrl Wps Orig 62ct BEA|129162.051|000000129162|         100.000000|EA|COMPONENT||000000120377
0000000000000000000000000000000000007846|000000017684|11|0010|CU GrnWks Ntrl Wps Or 62ct|120366.001|000000120366|         100.000000|EA|PRODUCT||000000120377
0000000000000000000000000000000000007846|000000017684|11|0010|BTL-HDPE Multi Div 100mm Cnstr SnpFt PCR|010027.022|000010027022|         100.000000|EA|COMPONENT||000000120377
0000000000000000000000000000000000007846|000000017684|11|0020|CLOS-Disp Snap Top 100mm Natural|139353.001|000000139353|         100.000000|EA|COMPONENT||000000120377
0000000000000000000000000000000000007846|000000017684|11|0020|CLOS-Disp Snap Top 100mm Translucent Grn|136426.001|000000136426|         100.000000|EA|COMPONENT||000000120377
0000000000000000000000000000000000007846|000000017684|11|0020|CLOS-Disp Denali 100mm Translucent Green|135050.001|000000135050|         100.000000|EA|COMPONENT||000000120377
0000000000000000000000000000000000007846|000000017684|11|0030|FM GrnWksWps Can OrgScnt Wet Wipe|118795.001|000000118795|        6200.000000|EA|COMPONENT|ZN|000000120377
0000000000000000000000000000000000007846|000000017684|11|0040|LBL-WrPapr GrnWks Ntrl Wps Orig 62ct BEA|129162.051|000000129162|         100.000000|EA|COMPONENT||000000120377
0000000000000000000000000000000000007847||14|0010|KFD LghtrFld Btl 4/2x64fo VP CON1|000000000000009282|000000150126|         100.000000|CS|PRODUCT||000000120381
0000000000000000000000000000000000007847||14|0010|CU KFD LghtrFld Btl 2x64fo VP|140041.001|000000140041|         400.000000|EA|COMPONENT|ZN|000000120381
0000000000000000000000000000000000007847||14|0020|CPOST KFD CharLghtrFld 3X3X35.125|118619.001|000000118619|          13.333333|EA|COMPONENT||000000120381
0000000000000000000000000000000000007847||14|0030|PTN KFD CharLghtrFld Partition (1 of 2)|118616.001|000000118616|         100.000000|EA|COMPONENT||000000120381
0000000000000000000000000000000000007847||14|0040|PTN KFD CharLghtrFld Partition (2 of 2)|118617.001|000000118617|         100.000000|EA|COMPONENT||000000120381
0000000000000000000000000000000000007847||14|0050|CS-RSCDC KFD CharLghtrFld 4/64Twn|118618.001|000000118618|         100.000000|EA|COMPONENT||000000120381
0000000000000000000000000000000000007847||14|0060|TOPCAP 45.313" X 37.813" X 4.188"|118620.001|000000118620|           3.333333|EA|COMPONENT||000000120381
0000000000000000000000000000000000007847|000000002601|14|0010|KFD LghtrFld Btl 4/2x64fo VP CON1|000000000000009282|000000150126|         100.000000|CS|PRODUCT||000000120381
0000000000000000000000000000000000007847|000000002601|14|0010|CU KFD LghtrFld Btl 2x64fo VP|140041.001|000000140041|         400.000000|EA|COMPONENT|ZN|000000120381
0000000000000000000000000000000000007847|000000002601|14|0020|CPOST KFD CharLghtrFld 3X3X35.125|118619.001|000000118619|          13.333333|EA|COMPONENT||000000120381
0000000000000000000000000000000000007847|000000002601|14|0030|PTN KFD CharLghtrFld Partition (1 of 2)|118616.001|000000118616|         100.000000|EA|COMPONENT||000000120381
0000000000000000000000000000000000007847|000000002601|14|0040|PTN KFD CharLghtrFld Partition (2 of 2)|118617.001|000000118617|         100.000000|EA|COMPONENT||000000120381
0000000000000000000000000000000000007847|000000002601|14|0050|CS-RSCDC KFD CharLghtrFld 4/64Twn|118618.001|000000118618|         100.000000|EA|COMPONENT||000000120381
0000000000000000000000000000000000007847|000000002601|14|0060|TOPCAP 45.313" X 37.813" X 4.188"|118620.001|000000118620|           3.333333|EA|COMPONENT||000000120381
0000000000000000000000000000000000007847|000000002601|14|0070|TIESHT 44.5" X 37"|122802.001|000000122802|           6.666667|EA|COMPONENT||000000120381
0000000000000000000000000000000000007847|000000005185|14|0010|KFD LghtrFld Btl 4/2x64fo VP CON1|000000000000009282|000000150126|         100.000000|CS|PRODUCT||000000120381
0000000000000000000000000000000000007847|000000005185|14|0010|CU KFD LghtrFld Btl 2x64fo VP|140041.001|000000140041|         400.000000|EA|COMPONENT|ZN|000000120381
0000000000000000000000000000000000007847|000000005185|14|0020|CPOST KFD CharLghtrFld 3X3X35.125|118619.001|000000118619|          13.333333|EA|COMPONENT||000000120381
0000000000000000000000000000000000007847|000000005185|14|0030|PTN KFD CharLghtrFld Partition (1 of 2)|118616.001|000000118616|         100.000000|EA|COMPONENT||000000120381
0000000000000000000000000000000000007847|000000005185|14|0040|PTN KFD CharLghtrFld Partition (2 of 2)|118617.001|000000118617|         100.000000|EA|COMPONENT||000000120381
0000000000000000000000000000000000007847|000000005185|14|0050|CS-RSCDC  KFD CharLghtrFld 4/64Twn|118618.002|000000118618|         100.000000|EA|COMPONENT||000000120381
0000000000000000000000000000000000007847|000000005185|14|0060|TOPCAP 45.313" X 37.813" X 4.188"|118620.001|000000118620|           3.333333|EA|COMPONENT||000000120381
0000000000000000000000000000000000007847|000000005185|14|0070|TIESHT 44.5" X 37"|122802.001|000000122802|           6.666667|EA|COMPONENT||000000120381
0000000000000000000000000000000000007847|000000005226|14|0010|KFD LghtrFld Btl 4/2x64fo VP CON1|000000000000009282|000000150126|         100.000000|CS|PRODUCT||000000120381
0000000000000000000000000000000000007847|000000005226|14|0010|CU KFD LghtrFld Btl 2x64fo VP|140041.001|000000140041|         400.000000|EA|COMPONENT|ZN|000000120381
0000000000000000000000000000000000007847|000000005226|14|0020|CPOST KFD CharLghtrFld 3X3X35.125|118619.001|000000118619|          13.333333|EA|COMPONENT||000000120381
0000000000000000000000000000000000007847|000000005226|14|0030|PTN KFD CharLghtrFld Partition (1 of 2)|118616.001|000000118616|         100.000000|EA|COMPONENT||000000120381
0000000000000000000000000000000000007847|000000005226|14|0040|PTN KFD CharLghtrFld Partition (2 of 2)|118617.001|000000118617|         100.000000|EA|COMPONENT||000000120381
0000000000000000000000000000000000007847|000000005226|14|0050|CS-RSCDC KFD CharLghtrFld 4/64Twn|118618.001|000000118618|         100.000000|EA|COMPONENT||000000120381
0000000000000000000000000000000000007847|000000005226|14|0060|TOPCAP 45.313" X 37.813" X 4.188"|118620.001|000000118620|           3.333333|EA|COMPONENT||000000120381
0000000000000000000000000000000000007847|000000005226|14|0070|TIESHT 44.5" X 37"|122802.001|000000122802|           6.666667|EA|COMPONENT||000000120381
0000000000000000000000000000000000007848||15|0010|ASSM-FM Brita Bulk PT Filter CA Only|120017.001|000000120017|         100.000000|EA|PRODUCT||000000120383
0000000000000000000000000000000000007848||15|0010|FM Br PT Fltr NonSlvr Media (55/45)|029700.050|000000110591|           8.890000|KG|COMPONENT||000000120383
0000000000000000000000000000000000007848||15|0020|FILM Multi Brita FilterBag|062245.002|000062245000|         100.000000|EA|COMPONENT||000000120383
0000000000000000000000000000000000007848||15|0030|MOLDC Brita PitrRepFltr Mesh Barrel|068622.001|000068622001|         100.000000|EA|COMPONENT||000000120383
0000000000000000000000000000000000007848||15|0040|MOLDC Brita PitrRepFltr Sieve|068623.001|000068623001|         100.000000|EA|COMPONENT||000000120383
0000000000000000000000000000000000007848||15|0050|TOTE 2.7cft rectangular hinged cover|119963.001|000000119963|           1.000000|EA|COMPONENT|ZN|000000120383
0000000000000000000000000000000000007850||16|0010|GladW SiDsh 14oz 6/5ct TA Scary HA09|000000000000012858|000000120385|         100.000000|CS|PRODUCT||000000120387
0000000000000000000000000000000000007850||16|0010|CU GladW SiDsh 14oz 5ct TA HA09|141195.004|000000141195|         600.000000|EA|COMPONENT|ZN|000000120387
0000000000000000000000000000000000007850||16|0020|CS-RSC GladW SdDsh 14oz TG P78120|74355000.006|000074355000|         100.000000|EA|COMPONENT||000000120387
0000000000000000000000000000000000007850|000000002160|16|0010|GladW SiDsh 14oz 6/5ct TA Scary HA09|000000000000012858|000000120439|         100.000000|CS|PRODUCT||000000120387
0000000000000000000000000000000000007850|000000002160|16|0010|CU GladW SiDsh 14oz 5ct TA HA09|141195.004|000000141195|         600.000000|EA|COMPONENT|ZN|000000120387
0000000000000000000000000000000000007850|000000002160|16|0020|CS-RSC GladW SdDsh 14oz TG P78120|74355000.006|000074355000|         100.000000|EA|COMPONENT||000000120387
0000000000000000000000000000000000007850|000000004537|16|0010|GladW SiDsh 14oz 6/5ct TA Scary HA09|000000000000012858|000000120439|         100.000000|CS|PRODUCT||000000120387
0000000000000000000000000000000000007850|000000004537|16|0010|CU GladW SiDsh 14oz 5ct TA HA09|141195.004|000000141195|         600.000000|EA|COMPONENT|ZN|000000120387
0000000000000000000000000000000000007850|000000004537|16|0020|CS-RSC GladW SdDsh 14oz TG P78120|74355000.006|000074355000|         100.000000|EA|COMPONENT||000000120387
0000000000000000000000000000000000007851||16|0010|CU GladW SiDsh 14oz 5ct TA HA09|141195.004|000000141195|         100.000000|EA|PRODUCT||000000120390
0000000000000000000000000000000000007851||16|0020|CTN-CCNB  GladW SideDsh14oz 5ct TG|11741000.007|000011741000|         100.000000|EA|COMPONENT||000000120390
0000000000000000000000000000000000007851||16|0030|FM GladW SiDshTub Prt Hallow 08|51495000.004|000051495000|         500.000000|EA|COMPONENT||000000120390
0000000000000000000000000000000000007851||16|0040|FM Glad GladW SiDsh Lid TGT Scary Lt Gre|51836001.002|000051836001|         500.000000|EA|COMPONENT||000000120390
0000000000000000000000000000000000007851|000000004537|16|0010|CU GladW SiDsh 14oz 5ct TA HA09|141195.004|000000141195|         100.000000|EA|PRODUCT||000000120390
0000000000000000000000000000000000007851|000000004537|16|0020|CTN-CCNB  GladW SideDsh14oz 5ct TG|11741000.007|000011741000|         100.000000|EA|COMPONENT||000000120390
0000000000000000000000000000000000007851|000000004537|16|0030|FM GladW SiDshTub Prt Hallow 08|51495000.004|000051495000|         500.000000|EA|COMPONENT||000000120390
0000000000000000000000000000000000007851|000000004537|16|0040|FM Glad GladW SiDsh Lid TGT Scary Lt Gre|51836001.002|000051836001|         500.000000|EA|COMPONENT||000000120390
0000000000000000000000000000000000007852||11|0010|CU ClxDisfWps Lmn/FrScnt 4X60CT CLUB|120396.001|000000120396|         100.000000|EA|PRODUCT||000000120397
0000000000000000000000000000000000007852||11|0010|CU ClxDisfWps Can FrScnt Oval 57ct|117861.001|000000117861|         200.000000|EA|COMPONENT|ZN|000000120397
0000000000000000000000000000000000007852||11|0020|CU ClxDisfWps Can LmnScnt Oval 57ct|117857.001|000000117857|         200.000000|EA|COMPONENT|ZN|000000120397
0000000000000000000000000000000000007852||11|0030|CTN-Slv ClxDisfWps Oval Can 4x60ct|120394.001|000000120394|         100.000000|EA|COMPONENT||000000120397
0000000000000000000000000000000000007852|000000002195|11|0010|CU ClxDisfWps Lmn/FrScnt 4X60CT CLUB|120396.001|000000120396|         100.000000|EA|PRODUCT||000000120397
0000000000000000000000000000000000007852|000000002195|11|0010|CU ClxDisfWps Can FrScnt Oval 57ct|117861.001|000000117861|         200.000000|EA|COMPONENT|ZN|000000120397
0000000000000000000000000000000000007852|000000002195|11|0020|CU ClxDisfWps Can LmnScnt Oval 57ct|117857.001|000000117857|         200.000000|EA|COMPONENT|ZN|000000120397
0000000000000000000000000000000000007852|000000002195|11|0030|CTN-Slv ClxDisfWps Oval Can 4x60ct|120394.001|000000120394|         100.000000|EA|COMPONENT||000000120397
0000000000000000000000000000000000007852|000000014843|11|0010|CU ClxDisfWps Lmn/FrScnt 4X60CT CLUB|120396.001|000000120396|         100.000000|EA|PRODUCT||000000120397
0000000000000000000000000000000000007852|000000014843|11|0010|CU ClxDisfWps Can FrScnt Oval 57ct|117861.001|000000117861|         200.000000|EA|COMPONENT|ZN|000000120397
0000000000000000000000000000000000007852|000000014843|11|0020|CU ClxDisfWps Can LmnScnt Oval 57ct|117857.001|000000117857|         200.000000|EA|COMPONENT|ZN|000000120397
0000000000000000000000000000000000007852|000000014843|11|0030|CTN-Slv ClxDisfWps Oval Can 4x60ct|120394.001|000000120394|         100.000000|EA|COMPONENT||000000120397
0000000000000000000000000000000000007853||16|0010|GladW FdSt SmBwl 32oz 6/4 TG HA09|000000000000012859|000000120392|         100.000000|CS|PRODUCT||000000120399
0000000000000000000000000000000000007853||16|0010|CU GladW SmBwl 32oz 4ct|141196.004|000000141196|         600.000000|EA|COMPONENT|ZN|000000120399
0000000000000000000000000000000000007853||16|0020|CS-RSC GladW SmBwl 32oz TG P78121|74349000.005|000074349000|         100.000000|EA|COMPONENT||000000120399
0000000000000000000000000000000000007853|000000004537|16|0010|GladW FdSt SmBwl 32oz 6/4 TG HA09|000000000000012859|000000120392|         100.000000|CS|PRODUCT||000000120399
0000000000000000000000000000000000007853|000000004537|16|0010|CU GladW SmBwl 32oz 4ct|141196.004|000000141196|         600.000000|EA|COMPONENT|ZN|000000120399
0000000000000000000000000000000000007853|000000004537|16|0020|CS-RSC GladW SmBwl 32oz TG P78121|74349000.005|000074349000|         100.000000|EA|COMPONENT||000000120399
0000000000000000000000000000000000007854||16|0010|CU GladW SmBwl 32oz 4ct|141196.004|000000141196|         100.000000|EA|PRODUCT||000000120402
0000000000000000000000000000000000007854||16|0010|CTN-CCNB  GladWSmlBwl32oz 6/4ct TA|11727000.007|000011727000|         100.000000|EA|COMPONENT||000000120402
0000000000000000000000000000000000007854||16|0020|FM GladW SmBwlTub Prt Hallow 08|51494000.004|000051494000|         400.000000|EA|COMPONENT||000000120402
0000000000000000000000000000000000007854||16|0030|FM Glad GladW SmBwl Lid TGT Scary Orange|51837001.003|000051837001|         400.000000|EA|COMPONENT||000000120402
0000000000000000000000000000000000007854|000000004537|16|0010|CU GladW SmBwl 32oz 4ct|141196.004|000000141196|         100.000000|EA|PRODUCT||000000120402
0000000000000000000000000000000000007854|000000004537|16|0010|CTN-CCNB  GladWSmlBwl32oz 6/4ct TA|11727000.007|000011727000|         100.000000|EA|COMPONENT||000000120402
0000000000000000000000000000000000007854|000000004537|16|0020|FM GladW SmBwlTub Prt Hallow 08|51494000.004|000051494000|         400.000000|EA|COMPONENT||000000120402
0000000000000000000000000000000000007854|000000004537|16|0030|FM Glad GladW SmBwl Lid TGT Scary Orange|51837001.003|000051837001|         400.000000|EA|COMPONENT||000000120402
0000000000000000000000000000000000007855||17|0010|CU RHV Dip OrRnch 15oz|120117.001|000000120117|         100.000000|EA|PRODUCT||000000120406
0000000000000000000000000000000000007855|||0010|||000000120401|         100.000000|EA|COMPONENT||000000120406
0000000000000000000000000000000000007855|||0020|||000000120404|         100.000000|EA|COMPONENT||000000120406
0000000000000000000000000000000000007855|||0030|||000000120405|         100.000000|EA|COMPONENT||000000120406
0000000000000000000000000000000000007855|||0040|||000000120411|         100.000000|EA|COMPONENT||000000120406
0000000000000000000000000000000000007856||17|0010|RHV Dip OrRnch 8/15oz|000000000000012842|000000120116|         100.000000|CS|PRODUCT||000000120409
0000000000000000000000000000000000007856||17|0010|CU RHV Dip OrRnch 15oz|120117.001|000000120117|         800.000000|EA|COMPONENT|ZN|000000120409
0000000000000000000000000000000000007856|||0020|||000000120408|         100.000000|EA|COMPONENT||000000120409
0000000000000000000000000000000000007857||16|0010|GladW FdSt BgBwl 48oz 6/3ct TG HA09|000000000000012861|000000120392|         100.000000|CS|PRODUCT||000000120414
0000000000000000000000000000000000007857||16|0010|CU GladW BgBwl 48oz 3ct|141197.006|000000141197|         600.000000|EA|COMPONENT|ZN|000000120414
0000000000000000000000000000000000007857||16|0020|CS-RSC GladW BgBwl 48oz TG P78122|74299000.006|000074299000|         100.000000|EA|COMPONENT||000000120414
0000000000000000000000000000000000007857|000000002142|16|0010|GladW FdSt BgBwl 48oz 6/3ct TG HA09|000000000000012861|000000120516|         100.000000|CS|PRODUCT||000000120414
0000000000000000000000000000000000007857|000000002142|16|0010|CU GladW BgBwl 48oz 3ct|141197.006|000000141197|         600.000000|EA|COMPONENT|ZN|000000120414
0000000000000000000000000000000000007857|000000002142|16|0020|CS-RSC GladW BgBwl 48oz TG P78122|74299000.006|000074299000|         100.000000|EA|COMPONENT||000000120414
0000000000000000000000000000000000007857|000000004537|16|0010|GladW FdSt BgBwl 48oz 6/3ct TG HA09|000000000000012861|000000120516|         100.000000|CS|PRODUCT||000000120414
0000000000000000000000000000000000007857|000000004537|16|0010|CU GladW BgBwl 48oz 3ct|141197.006|000000141197|         600.000000|EA|COMPONENT|ZN|000000120414
0000000000000000000000000000000000007857|000000004537|16|0020|CS-RSC GladW BgBwl 48oz TG P78122|74299000.006|000074299000|         100.000000|EA|COMPONENT||000000120414
0000000000000000000000000000000000007858||16|0010|GladW BgBwl 48oz 6/3ct TG|000000000000011747|000000111877|         100.000000|CS|PRODUCT||000000120416
0000000000000000000000000000000000007858||16|0010|CU GladW BgBwl 48oz 3ct|141197.002|000000141197|         600.000000|EA|COMPONENT|ZN|000000120416
0000000000000000000000000000000000007858||16|0020|CS-RSC GladW BgBwl48oz-TG P78122|74299000.004|000074299000|         100.000000|EA|COMPONENT||000000120416
0000000000000000000000000000000000007859||11|0010|CU Clx CS HndSan TchLssDspnsr 1000mL PAK|117691.002|000000117691|         400.000000|EA|COMPONENT|ZN|000000120422
0000000000000000000000000000000000007859||11|0020|Clx CS HndSan TchLssDspnsr 4/1000mL PAK1|000000000000012864|000000120421|         100.000000|CS|PRODUCT||000000120422
0000000000000000000000000000000000007859||11|0020|CS-RSC CSHndSanTchLssDspnsr 4/1000PAK1|117802.002|000000117802|         100.000000|EA|COMPONENT|ZN|000000120422
0000000000000000000000000000000000007859|000000004174|11|0010|CU Clx CS HndSan TchLssDspnsr 1000mL PAK|117691.002|000000117691|         400.000000|EA|COMPONENT|ZN|000000120422
0000000000000000000000000000000000007859|000000004174|11|0020|Clx CS HndSan TchLssDspnsr 4/1000mL PAK1|000000000000012864|000000120421|         100.000000|CS|PRODUCT||000000120422
0000000000000000000000000000000000007859|000000004174|11|0020|CS-RSC CSHndSanTchLssDspnsr 4/1000PAK1|117802.002|000000117802|         100.000000|EA|COMPONENT|ZN|000000120422
0000000000000000000000000000000000007860||11|0010|ASSM-PKG Clx HndSan TchLssDspnsr 1000mL|117824.001|000000117824|         100.000000|EA|COMPONENT|ZN|000000120424
0000000000000000000000000000000000007860||11|0020|CU Clx CS HndSan TchLssDspnsr 1000mL PAK|117691.002|000000117691|         100.000000|EA|PRODUCT||000000120424
0000000000000000000000000000000000007860|000000004174|11|0010|ASSM-PKG Clx HndSan TchLssDspnsr 1000mL|117824.001|000000117824|         100.000000|EA|COMPONENT|ZN|000000120424
0000000000000000000000000000000000007860|000000004174|11|0020|CU Clx CS HndSan TchLssDspnsr 1000mL PAK|117691.002|000000117691|         100.000000|EA|PRODUCT||000000120424
0000000000000000000000000000000000007861||11|0010|GrnWks Natural Wipes 24/30ct SHP|000000000000012866|000000120428|         100.000000|CS|PRODUCT||000000120433
0000000000000000000000000000000000007861||11|0010|ASSM-PKG Outsourced GrnWks Ntrl Wps Or 4|112288.003|000000112288|         100.000000|EA|COMPONENT||000000120433
0000000000000000000000000000000000007861||11|0020|CU GrnWks Ntrl Wps Or 30ct|120182.001|000000120182|        4000.000000|EA|COMPONENT|ZN|000000120433
0000000000000000000000000000000000007861|000000002290|11|0010|GrnWks Natural Wipes 24/30ct SHP|000000000000012866|000000120428|         100.000000|CS|PRODUCT||000000120433
0000000000000000000000000000000000007861|000000002290|11|0010|ASSM-Pkg Outsourced GW Ntrl Wps Or 24/35|113030.004|000000113030|         100.000000|EA|COMPONENT||000000120433
0000000000000000000000000000000000007861|000000002290|11|0020|CU GrnWks Ntrl Wps Or 30ct|120182.001|000000120182|        2400.000000|EA|COMPONENT|ZN|000000120433
0000000000000000000000000000000000007861|000000006660|11|0010|GrnWks Natural Wipes 24/30ct SHP|000000000000012866|000000120428|         100.000000|CS|PRODUCT||000000120433
0000000000000000000000000000000000007861|000000006660|11|0010|ASSM-Pkg Outsourced GW Ntrl Wps Or 24/35|113030.004|000000113030|         100.000000|EA|COMPONENT||000000120433
0000000000000000000000000000000000007861|000000006660|11|0020|CU GrnWks Ntrl Wps Or 30ct|120182.001|000000120182|        2400.000000|EA|COMPONENT|ZN|000000120433
0000000000000000000000000000000000007862||15|0010|Br Br Ultramax w/ 4PK filts 1/2PL|000000000000012807|000000119992|         100.000000|CS|PRODUCT||000000120431
0000000000000000000000000000000000007862||15|0010|Br UltMax Dspnsr w/Memo 3/1ct|000000000000006970|000000150907|         266.700000|CS|COMPONENT||000000120431
0000000000000000000000000000000000007862||15|0020|Br PitrFltr 6/4ct CA CAND|000000000000001805|000000150890|         933.300000|CS|COMPONENT||000000120431
0000000000000000000000000000000000007863||11|0010|GrnWks Glass 4 32FO+100FO BJ CON1|000000000000012867|000000120435|         100.000000|CS|PRODUCT||000000120437
0000000000000000000000000000000000007863||11|0010|CU GrnWks Glass 32fo+100fo|120175.001|000000120175|         400.000000|EA|COMPONENT|ZN|000000120437
0000000000000000000000000000000000007863||11|0020|TRAY GrnWks Glass 4/32fo+100fo|96956000.005|000096956000|        1400.000000|EA|COMPONENT||000000120437
0000000000000000000000000000000000007863||11|0030|TIESHT Multi Home Tie sheet for 7|096332.001|000096332001|           9.524000|EA|COMPONENT||000000120437
0000000000000000000000000000000000007863||11|0040|TOPCAP Multi Home for 7 down pallet|096876.001|000096876001|           4.762000|EA|COMPONENT||000000120437
