Directory:  /datastaging/DV3/sap/out/PDM1517
Name:       RECIPE_IO_9_20181218090634.txt
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Recipe|Change number|Division|Item|Description|Material|Substance|Quantity|UOM|Component Type|Exception Value|Formula
0000000000000000000000000000000000007817||11|0010|CU GrnWks Ntrl DW Liq SplyTng 12/650ml C|120264.001|000000120264|         100.000000|EA|PRODUCT||000000120292
0000000000000000000000000000000000007817||11|0010|BTL-PET 22 fo 25% PCR|116091.001|000000116091|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817||11|0020|LBL-PSPlas GW DshWshLiq SmpTng 650ml Ft|116127.007|000000116127|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817||11|0030|LBL-PSPlas GW DshWshLiq SmpTng 650ml Bk|116128.007|000000116128|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817||11|0040|CLOS-Disp Flip Top, 28-400, Natural|119171.001|000000119171|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817||11|0050|FM GrnWksNtrlDWLiq SplyTng|116313.002|000000118548|         146.330000|LB|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000004136|11|0010|CU GrnWks Ntrl DW Liq SplyTng 12/650ml C|120264.001|000000120264|         100.000000|EA|PRODUCT||000000120292
0000000000000000000000000000000000007817|000000004136|11|0010|BTL-PET 22 fo 25% PCR|116091.001|000000116091|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000004136|11|0020|LBL-PSPlas DWLiq STng 650ml CA Ft|129069.007|000000129069|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000004136|11|0030|LBL-PSPlas GW DshWshLiq SmpTng 650ml Bk|129013.007|000000129013|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000004136|11|0040|CLOS-Disp Flip Top, 28-400, Natural|119171.001|000000119171|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000004136|11|0050|FM GrnWksNtrlDWLiq SplyTng|116313.002|000000118548|         146.884375|LB|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000004863|11|0010|CU GrnWks Ntrl DW Liq SplyTng 12/650ml C|120264.001|000000120264|         100.000000|EA|PRODUCT||000000120292
0000000000000000000000000000000000007817|000000004863|11|0010|BTL-PET 22 fo 25% PCR|116091.001|000000116091|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000004863|11|0020|LBL-PSPlas DWLiq STng 650ml CA Ft|129069.007|000000129069|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000004863|11|0030|LBL-PSPlas GW DshWshLiq SmpTng 650ml Bk|129013.007|000000129013|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000004863|11|0040|CLOS-Disp Flip Top, 28-400, Natural|119171.001|000000119171|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000004863|11|0050|FM GrnWks APC Or|128987.001|000000128987|         146.884375|LB|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000005870|11|0010|CU GrnWks Ntrl DW Liq SplyTng 12/650ml C|120264.001|000000120264|         100.000000|EA|PRODUCT||000000120292
0000000000000000000000000000000000007817|000000005870|11|0010|BTL-PET 22 fo 25% PCR|116091.001|000000116091|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000005870|11|0020|LBL-PSPlas  DWLiq STng 650ml CA Ft|129069.025|000000129069|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000005870|11|0030|LBL-PSPlas GW DshWshLiq SmpTng 650ml Bk|129013.025|000000129013|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000005870|11|0040|CLOS-Disp Flip Top, 28-400, Natural|119171.001|000000119171|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000005870|11|0050|FM GrnWksNtrlDWLiq SplyTng|116313.002|000000118548|         148.031900|LB|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000007286|11|0010|CU GrnWks Ntrl DW Liq SplyTng 12/650ml C|120264.001|000000120264|         100.000000|EA|PRODUCT||000000120292
0000000000000000000000000000000000007817|000000007286|11|0010|BTL-PET 22 fo 25% PCR|116091.001|000000116091|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000007286|11|0020|LBL-PSPlas  DWLiq STng 650ml CA Ft|129069.025|000000129069|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000007286|11|0030|LBL-PSPlas GW DshWshLiq SmpTng 650ml Bk|129013.025|000000129013|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000007286|11|0040|CLOS-Disp Flip Top, 28-400, Natural|119171.001|000000119171|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000007286|11|0050|FM GrnWksNtrlDWLiq SplyTng|116313.002|000000118548|         148.031900|LB|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000007515|11|0010|CU GrnWks Ntrl DW Liq SplyTng 12/650ml C|120264.001|000000120264|         100.000000|EA|PRODUCT||000000120292
0000000000000000000000000000000000007817|000000007515|11|0010|BTL-PET 22 fo 25% PCR|116091.001|000000116091|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000007515|11|0020|LBL-PSPlas  DWLiq STng 650ml CA Ft|129069.025|000000129069|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000007515|11|0030|LBL-PSPlas GW DshWshLiq SmpTng 650ml Bk|129013.031|000000129013|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000007515|11|0040|CLOS-Disp Flip Top, 28-400, Natural|119171.001|000000119171|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000007515|11|0050|FM GrnWksNtrlDWLiq SplyTng|116313.002|000000118548|         148.032000|LB|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000009133|11|0010|CU GrnWks Ntrl DW Liq SplyTng 12/650ml C|120264.001|000000120264|         100.000000|EA|PRODUCT||000000120292
0000000000000000000000000000000000007817|000000009133|11|0010|BTL-PET 22 fo 25% PCR|116091.001|000000116091|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000009133|11|0020|LBL-PSPlas  DWLiq STng 650ml CA Ft|129069.025|000000129069|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000009133|11|0030|LBL-PSPlas GW DshWshLiq SmpTng 650ml Bk|129013.040|000000129013|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000009133|11|0040|CLOS-Disp Flip Top, 28-400, Natural|119171.001|000000119171|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000009133|11|0050|FM GrnWksNtrlDWLiq SplyTng|116313.002|000000118548|         148.032000|LB|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000011078|11|0010|CU GrnWks Ntrl DW Liq SplyTng 12/650ml C|120264.001|000000120264|         100.000000|EA|PRODUCT||000000120292
0000000000000000000000000000000000007817|000000011078|11|0010|BTL-PET 22 fo 25% PCR|116091.001|000000116091|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000011078|11|0020|LBL-PSPlas  DWLiq STng 650ml CA Ft|129069.025|000000129069|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000011078|11|0030|LBL-PSPlas GW DshWshLiq SmpTng 650ml Bk|129013.046|000000129013|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000011078|11|0040|CLOS-Disp Flip Top, 28-400, Natural|119171.001|000000119171|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000011078|11|0050|FM GrnWksNtrlDWLiq SplyTng|116313.002|000000118548|         148.032000|LB|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000016063|11|0010|CU GrnWks Ntrl DW Liq SplyTng 12/650ml C|120264.001|000000120264|         100.000000|EA|PRODUCT||000000120292
0000000000000000000000000000000000007817|000000016063|11|0010|BTL-PET Oval Clear 22fo 25% PCR|213784.001|000000213784|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000016063|11|0020|LBL-PSPlas  DWLiq STng 650ml CA Ft|129069.025|000000129069|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000016063|11|0030|LBL-PSPlas GW DshWshLiq SmpTng 650ml Bk|129013.046|000000129013|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000016063|11|0040|CLOS-Disp Flip Top, 28-400, Natural|119171.001|000000119171|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000016063|11|0050|FM GrnWksNtrlDWLiq SplyTng|116313.002|000000118548|         148.032000|LB|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000016359|11|0010|CU GrnWks Ntrl DW Liq SplyTng 12/650ml C|120264.001|000000120264|         100.000000|EA|PRODUCT||000000120292
0000000000000000000000000000000000007817|000000016359|11|0010|BTL-PET Oval Clear 22fo 25% PCR|213784.001|000000213784|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000016359|11|0020|LBL-PSPlas  DWLiq STng 650ml CA Ft|129069.025|000000129069|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000016359|11|0030|LBL-PSPlas GW DshWshLiq SmpTng 650ml Bk|129013.046|000000129013|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000016359|11|0040|CLOS-Disp Flip Top, 28-400, Natural|119171.001|000000119171|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000016359|11|0050|FM GrnWksNtrlDWLiq SplyTng|116313.002|000000118548|         148.032000|LB|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000017760|11|0010|CU GrnWks Ntrl DW Liq SplyTng 12/650ml C|120264.001|000000120264|         100.000000|EA|PRODUCT||000000120292
0000000000000000000000000000000000007817|000000017760|11|0010|BTL-PET Oval Clear 22fo 25% PCR|213784.001|000000213784|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000017760|11|0020|LBL-PSPlas  DWLiq STng 650ml CA Ft|129069.025|000000129069|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000017760|11|0030|LBL-PSPlas GW DshWshLiq SmpTng 650ml Bk|129013.046|000000129013|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000017760|11|0040|CLOS-Disp Flip Top, 28-400, Natural|119171.001|000000119171|         100.000000|EA|COMPONENT||000000120292
0000000000000000000000000000000000007817|000000017760|11|0050|FM GrnWksNtrlDWLiq SplyTng|116313.002|000000118548|         148.032000|LB|COMPONENT||000000120292
0000000000000000000000000000000000007818||11|0010|CU GrnWks Ntrl DW Liq SplyLmn 12/650ml C|120266.001|000000120266|         100.000000|EA|PRODUCT||000000120294
0000000000000000000000000000000000007818||11|0010|BTL-PET 22 fo 25% PCR|116091.001|000000116091|         100.000000|EA|COMPONENT||000000120294
0000000000000000000000000000000000007818||11|0020|LBL-PSPlas GW DshWshLiq SmpLmn 650ml Ft|116127.008|000000116127|         100.000000|EA|COMPONENT||000000120294
0000000000000000000000000000000000007818||11|0030|LBL-PSPlas GW DshWshLiq SmpLmn 650ml Bk|116128.008|000000116128|         100.000000|EA|COMPONENT||000000120294
0000000000000000000000000000000000007818||11|0040|CLOS-Disp Flip Top, 28-400, Natural|119171.001|000000119171|         100.000000|EA|COMPONENT||000000120294
0000000000000000000000000000000000007818||11|0050|FM GrnWksNtrlDWLiq SplyLmn|116313.004|000000118550|         146.330000|LB|COMPONENT||000000120294
0000000000000000000000000000000000007818|000000004136|11|0010|CU GrnWks Ntrl DW Liq SplyLmn 12/650ml C|120266.001|000000120266|         100.000000|EA|PRODUCT||000000120294
0000000000000000000000000000000000007818|000000004136|11|0010|BTL-PET 22 fo 25% PCR|116091.001|000000116091|         100.000000|EA|COMPONENT||000000120294
0000000000000000000000000000000000007818|000000004136|11|0020|LBL-PSPlas GrnWks DWLiq SLmn 650ml CA Ft|129069.008|000000129069|         100.000000|EA|COMPONENT||000000120294
0000000000000000000000000000000000007818|000000004136|11|0030|LBL-PSPlas GW DshWshLiq SmpLmn 650ml Bk|129013.008|000000129013|         100.000000|EA|COMPONENT||000000120294
0000000000000000000000000000000000007818|000000004136|11|0040|CLOS-Disp Flip Top, 28-400, Natural|119171.001|000000119171|         100.000000|EA|COMPONENT||000000120294
0000000000000000000000000000000000007818|000000004136|11|0050|FM GrnWksNtrlDWLiq SplyLmn|116313.004|000000118550|         146.884375|LB|COMPONENT||000000120294
0000000000000000000000000000000000007818|000000004863|11|0010|CU GrnWks Ntrl DW Liq SplyLmn 12/650ml C|120266.001|000000120266|         100.000000|EA|PRODUCT||000000120294
0000000000000000000000000000000000007818|000000004863|11|0010|BTL-PET 22 fo 25% PCR|116091.001|000000116091|         100.000000|EA|COMPONENT||000000120294
0000000000000000000000000000000000007818|000000004863|11|0020|LBL-PSPlas GrnWks DWLiq SLmn 650ml CA Ft|129069.008|000000129069|         100.000000|EA|COMPONENT||000000120294
0000000000000000000000000000000000007818|000000004863|11|0030|LBL-PSPlas GW DshWshLiq SmpLmn 650ml Bk|129013.008|000000129013|         100.000000|EA|COMPONENT||000000120294
0000000000000000000000000000000000007818|000000004863|11|0040|CLOS-Disp Flip Top, 28-400, Natural|119171.001|000000119171|         100.000000|EA|COMPONENT||000000120294
0000000000000000000000000000000000007818|000000004863|11|0050|FM GrnWks APC Or|128987.001|000000128987|         146.884375|LB|COMPONENT||000000120294
0000000000000000000000000000000000007818|000000007286|11|0010|CU GrnWks Ntrl DW Liq SplyLmn 12/650ml C|120266.001|000000120266|         100.000000|EA|PRODUCT||000000120294
0000000000000000000000000000000000007818|000000007286|11|0010|BTL-PET 22 fo 25% PCR|116091.001|000000116091|         100.000000|EA|COMPONENT||000000120294
0000000000000000000000000000000000007818|000000007286|11|0020|LBL-PSPlas GrnWks DWLiq SLmn 650ml CA Ft|129069.008|000000129069|         100.000000|EA|COMPONENT||000000120294
0000000000000000000000000000000000007818|000000007286|11|0030|LBL-PSPlas GW DshWshLiq SmpLmn 650ml Bk|129013.008|000000129013|         100.000000|EA|COMPONENT||000000120294
0000000000000000000000000000000000007818|000000007286|11|0040|CLOS-Disp Flip Top, 28-400, Natural|119171.001|000000119171|         100.000000|EA|COMPONENT||000000120294
0000000000000000000000000000000000007818|000000007286|11|0050|FM GrnWks APC Or|128987.001|000000128987|         146.884375|LB|COMPONENT||000000120294
0000000000000000000000000000000000007819||11|0010|CU GrnWks Ntrl DW Liq WtrLly 650ml CA|120267.001|000000120267|         100.000000|EA|PRODUCT||000000120296
0000000000000000000000000000000000007819||11|0010|BTL-PET 22 fo 25% PCR|116091.001|000000116091|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819||11|0020|LBL-PSPlas GW DshWshLiq WtrLly 650ml Ft|116127.009|000000116127|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819||11|0030|LBL-PSPlas GW DshWshLiq WtrLly 650ml Bk|116128.009|000000116128|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819||11|0040|CLOS-Disp Flip Top, 28-400, Natural|119171.001|000000119171|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819||11|0050|FM GrnWksNtrlDWLiq WtrLly|116313.003|000000118549|         146.330000|LB|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000004136|11|0010|CU GrnWks Ntrl DW Liq WtrLly 650ml CA|120267.001|000000120267|         100.000000|EA|PRODUCT||000000120296
0000000000000000000000000000000000007819|000000004136|11|0010|BTL-PET 22 fo 25% PCR|116091.001|000000116091|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000004136|11|0020|LBL-PSPlas GrnWks DWLiq WLly 650ml CA Ft|129069.009|000000129069|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000004136|11|0030|LBL-PSPlas GW DshWshLiq WtrLly 650ml Bk|129013.009|000000129013|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000004136|11|0040|CLOS-Disp Flip Top, 28-400, Natural|119171.001|000000119171|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000004136|11|0050|FM GrnWksNtrlDWLiq WtrLly|116313.003|000000118549|         146.884375|LB|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000004863|11|0010|CU GrnWks Ntrl DW Liq WtrLly 650ml CA|120267.001|000000120267|         100.000000|EA|PRODUCT||000000120296
0000000000000000000000000000000000007819|000000004863|11|0010|BTL-PET 22 fo 25% PCR|116091.001|000000116091|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000004863|11|0020|LBL-PSPlas GrnWks DWLiq WLly 650ml CA Ft|129069.009|000000129069|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000004863|11|0030|LBL-PSPlas GW DshWshLiq WtrLly 650ml Bk|129013.009|000000129013|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000004863|11|0040|CLOS-Disp Flip Top, 28-400, Natural|119171.001|000000119171|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000004863|11|0050|FM GrnWks APC Or|128987.001|000000128987|         146.884375|LB|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000005870|11|0010|CU GrnWks Ntrl DW Liq WtrLly 650ml CA|120267.001|000000120267|         100.000000|EA|PRODUCT||000000120296
0000000000000000000000000000000000007819|000000005870|11|0010|BTL-PET 22 fo 25% PCR|116091.001|000000116091|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000005870|11|0020|LBL-PSPlas GrnWks DWLiq WLly 650ml CA Ft|129069.026|000000129069|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000005870|11|0030|LBL-PSPlas GW DshWshLiq WtrLly 650ml Bk|129013.026|000000129013|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000005870|11|0040|CLOS-Disp Flip Top, 28-400, Natural|119171.001|000000119171|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000005870|11|0050|FM GrnWksNtrlDWLiq WtrLly|116313.003|000000118549|         148.031900|LB|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000006328|11|0010|CU GrnWks Ntrl DW Liq WtrLly 650ml CA|120267.001|000000120267|         100.000000|EA|PRODUCT||000000120296
0000000000000000000000000000000000007819|000000006328|11|0010|BTL-PET 22 fo 25% PCR|116091.001|000000116091|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000006328|11|0020|LBL-PSPlas GrnWks DWLiq WLly 650ml CA Ft|129069.026|000000129069|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000006328|11|0030|LBL-PSPlas GW DshWshLiq WtrLly 650ml Bk|129013.026|000000129013|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000006328|11|0040|CLOS-Disp Flip Top, 28-400, Natural|119171.001|000000119171|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000006328|11|0050|FM GrnWksNtrlDWLiq WtrLly|116313.003|000000118549|         148.031900|LB|COMPONENT|ZN|000000120296
0000000000000000000000000000000000007819|000000007515|11|0010|CU GrnWks Ntrl DW Liq WtrLly 650ml CA|120267.001|000000120267|         100.000000|EA|PRODUCT||000000120296
0000000000000000000000000000000000007819|000000007515|11|0010|BTL-PET 22 fo 25% PCR|116091.001|000000116091|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000007515|11|0020|LBL-PSPlas GrnWks DWLiq WLly 650ml CA Ft|129069.026|000000129069|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000007515|11|0030|LBL-PSPlas GWDshWshLiqWtrLly 650ml BkCA|129013.032|000000129013|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000007515|11|0040|CLOS-Disp Flip Top, 28-400, Natural|119171.001|000000119171|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000007515|11|0050|FM GrnWksNtrlDWLiq WtrLly|116313.003|000000118549|         148.032000|LB|COMPONENT|ZN|000000120296
0000000000000000000000000000000000007819|000000009133|11|0010|CU GrnWks Ntrl DW Liq WtrLly 650ml CA|120267.001|000000120267|         100.000000|EA|PRODUCT||000000120296
0000000000000000000000000000000000007819|000000009133|11|0010|BTL-PET 22 fo 25% PCR|116091.001|000000116091|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000009133|11|0020|LBL-PSPlas GrnWks DWLiq WLly 650ml CA Ft|129069.026|000000129069|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000009133|11|0030|LBL-PSPlas GWDshWshLiqWtrLly 650ml BkCA|129013.041|000000129013|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000009133|11|0040|CLOS-Disp Flip Top, 28-400, Natural|119171.001|000000119171|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000009133|11|0050|FM GrnWksNtrlDWLiq WtrLly|116313.003|000000118549|         148.032000|LB|COMPONENT|ZN|000000120296
0000000000000000000000000000000000007819|000000011078|11|0010|CU GrnWks Ntrl DW Liq WtrLly 650ml CA|120267.001|000000120267|         100.000000|EA|PRODUCT||000000120296
0000000000000000000000000000000000007819|000000011078|11|0010|BTL-PET 22 fo 25% PCR|116091.001|000000116091|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000011078|11|0020|LBL-PSPlas GrnWks DWLiq WLly 650ml CA Ft|129069.026|000000129069|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000011078|11|0030|LBL-PSPlas GWDshWshLiqWtrLly 650ml BkCA|129013.047|000000129013|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000011078|11|0040|CLOS-Disp Flip Top, 28-400, Natural|119171.001|000000119171|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000011078|11|0050|FM GrnWksNtrlDWLiq WtrLly|116313.003|000000118549|         148.032000|LB|COMPONENT|ZN|000000120296
0000000000000000000000000000000000007819|000000012415|11|0010|CU GrnWks Ntrl DW Liq WtrLly 650ml CA|120267.001|000000120267|         100.000000|EA|PRODUCT||000000120296
0000000000000000000000000000000000007819|000000012415|11|0010|BTL-PET 22 fo 25% PCR|116091.001|000000116091|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000012415|11|0020|LBL-PSPlas GrnWks DWLiq WLly 650ml CA Ft|129069.051|000000129069|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000012415|11|0030|LBL-PSPlas GWDshWshLiqWtrLly 650ml BkCA|129013.047|000000129013|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000012415|11|0040|CLOS-Disp Flip Top, 28-400, Natural|119171.001|000000119171|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000012415|11|0050|FM GrnWksNtrlDWLiq WtrLly|116313.003|000000118549|         148.032000|LB|COMPONENT|ZN|000000120296
0000000000000000000000000000000000007819|000000016063|11|0010|CU GrnWks Ntrl DW Liq WtrLly 650ml CA|120267.001|000000120267|         100.000000|EA|PRODUCT||000000120296
0000000000000000000000000000000000007819|000000016063|11|0010|BTL-PET Oval Clear 22fo 25% PCR|213784.001|000000213784|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000016063|11|0020|LBL-PSPlas GrnWks DWLiq WLly 650ml CA Ft|129069.051|000000129069|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000016063|11|0030|LBL-PSPlas GWDshWshLiqWtrLly 650ml BkCA|129013.047|000000129013|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000016063|11|0040|CLOS-Disp Flip Top, 28-400, Natural|119171.001|000000119171|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000016063|11|0050|FM GrnWksNtrlDWLiq WtrLly|116313.003|000000118549|         148.032000|LB|COMPONENT|ZN|000000120296
0000000000000000000000000000000000007819|000000016359|11|0010|CU GrnWks Ntrl DW Liq WtrLly 650ml CA|120267.001|000000120267|         100.000000|EA|PRODUCT||000000120296
0000000000000000000000000000000000007819|000000016359|11|0010|BTL-PET Oval Clear 22fo 25% PCR|213784.001|000000213784|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000016359|11|0020|LBL-PSPlas GrnWks DWLiq WLly 650ml CA Ft|129069.062|000000129069|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000016359|11|0030|LBL-PSPlas GWDshWshLiqWtrLly 650ml BkCA|129013.057|000000129013|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000016359|11|0040|CLOS-Disp Flip Top, 28-400, Natural|119171.001|000000119171|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000016359|11|0050|FM GrnWksNtrlDWLiq WtrLly|116313.003|000000118549|         148.032000|LB|COMPONENT|ZN|000000120296
0000000000000000000000000000000000007819|000000017509|11|0010|CU GrnWks Ntrl DW Liq WtrLly 650ml CA|120267.001|000000120267|         100.000000|EA|PRODUCT||000000120296
0000000000000000000000000000000000007819|000000017509|11|0010|BTL-PET Oval Clear 22fo 25% PCR|213784.001|000000213784|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000017509|11|0020|LBL-PSPlas GrnWks DWLiq WLly 650ml CA Ft|129069.062|000000129069|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000017509|11|0030|LBL-PSPlas GWDshLiqWtrLly650mL Bk2016 CA|156651.028|000000156651|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000017509|11|0040|CLOS-Disp Flip Top, 28-400, Natural|119171.001|000000119171|         100.000000|EA|COMPONENT||000000120296
0000000000000000000000000000000000007819|000000017509|11|0050|FM GrnWksNtrlDWLiq WtrLly|116313.003|000000118549|         148.032000|LB|COMPONENT|ZN|000000120296
0000000000000000000000000000000000007820||11|0010|CU GrnWks Ntrl DW Liq FreeClr 650ml CA|120268.001|000000120268|         100.000000|EA|PRODUCT||000000120298
0000000000000000000000000000000000007820||11|0010|BTL-PET 22 fo 25% PCR|116091.001|000000116091|         100.000000|EA|COMPONENT||000000120298
0000000000000000000000000000000000007820||11|0020|LBL-PSPlas GW DshWsh Liq Fr&Clr 650ml Ft|116127.010|000000116127|         100.000000|EA|COMPONENT||000000120298
0000000000000000000000000000000000007820||11|0030|LBL-PSPlas GW DshWshLiq Fr&Clr 650ml Bk|116128.010|000000116128|         100.000000|EA|COMPONENT||000000120298
0000000000000000000000000000000000007820||11|0040|CLOS-Disp Flip Top, 28-400, Natural|119171.001|000000119171|         100.000000|EA|COMPONENT||000000120298
0000000000000000000000000000000000007820||11|0050|FM GrnWksNtrlDWLiq FreeClr|116313.005|000000118551|         146.330000|LB|COMPONENT||000000120298
0000000000000000000000000000000000007820|000000004136|11|0010|CU GrnWks Ntrl DW Liq FreeClr 650ml CA|120268.001|000000120268|         100.000000|EA|PRODUCT||000000120298
0000000000000000000000000000000000007820|000000004136|11|0010|BTL-PET 22 fo 25% PCR|116091.001|000000116091|         100.000000|EA|COMPONENT||000000120298
