Directory:  /datastaging/DV3/sap/out/PDM1517
Name:       RECIPE_Header_9_20181218090634.txt
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Recipe|Description|Change number|Primary Output|Division|Authorization Group|Validity From|Validity To|Created by|Created on|Changed by|Changed on|System Status|User Status|Formula|Flag
0000000000000000000000000000000000007918|FM Bag Glad FdStZipClGGrpTpPrt Holiday08||118292.001|16|ZGJV|00010101|99991231|WDURLING|20080602|WDURLING|20080602|Released|Released|000000120613|
0000000000000000000000000000000000007920|AltRec GrnWks APC/SmplyTng/GSC/MTBC/Dil/TngDil/GBC 1/2 PAL||118292.001|11|ALL|00010101|99991231|RTERRY|20080603|RTERRY|20080603|Released|Released|000000120621|
0000000000000000000000000000000000007920|AltRec GrnWks APC/SmplyTng/GSC/MTBC/Dil/TngDil/GBC 1/2 PAL|000000005619|000000000000012885|11|ALL|00010101|99991231|RTERRY|20080603|RTERRY|20080603|Released|Released|000000120621|
0000000000000000000000000000000000007920|AltRec GrnWks APC/SmplyTng/GSC/MTBC/Dil/TngDil/GBC 1/2 PAL|000000006660|000000000000012885|11|ALL|00010101|99991231|RTERRY|20080603|RTERRY|20080603|Obsolete|Released Submitted - Obsolete|000000120621|
0000000000000000000000000000000000007921|FrStep Scp 6/7lb||000000000000012897|13|ALL|00010101|20100128|TGRANT1|20080604|TGRANT1|20090429|Released|Released|000000120647|
0000000000000000000000000000000000007921|FrStep Scp 6/7lb|000000004912|000000000000012897|13|ALL|20100129|99991231|TGRANT1|20080604|EMETZ|20100129|Released|Released|000000120647|
0000000000000000000000000000000000007921|FrStep Scp 6/7lb|000000008484|000000000000012897|13|ALL|20100129|99991231|TGRANT1|20080604|EMETZ|20100129|Obsolete|Released Submitted - Obsolete|000000120647|
0000000000000000000000000000000000007922|CU FrStep Scp 7 lb||120652.001|13|ALL|00010101|99991231|TGRANT1|20080604|TGRANT1|20090429|Released|Released|000000120649|
0000000000000000000000000000000000007923|ScpAwy MultplCat 6/7lb||000000000000012898|13|ALL|00010101|99991231|TGRANT1|20080604|TGRANT1|20090429|Released|Released|000000120653|
0000000000000000000000000000000000007924|CU ScpAwy MultplCat 7lb||000000000000012898|13|ALL|00010101|20090819|TGRANT1|20080604|TGRANT1|20090429|Released|Released|000000120655|
0000000000000000000000000000000000007924|CU ScpAwy MultplCat 7lb|000000004145|120658.001|13|ALL|20090820|20130416|TGRANT1|20080604|JLEE3|20090820|Released|Released|000000120655|
0000000000000000000000000000000000007924|CU ScpAwy MultplCat 7lb|000000011396|120658.001|13|ALL|20130417|99991231|TGRANT1|20080604|TCALHOUN|20130429|Released|Released|000000120655|
0000000000000000000000000000000000007925|GrnWks O2StnRmvr Or n/28oz||000000000000012875|10|ALL|00010101|99991231|HCHANG|20080604|HCHANG|20080604|Released|Released|000000120659|
0000000000000000000000000000000000007925|GrnWks O2StnRmvr Or n/28oz|000000010803|000000000000012875|10|ALL|00010101|99991231|HCHANG|20080604|HCHANG|20080604|Obsolete|Released Submitted - Obsolete|000000120659|
0000000000000000000000000000000000007927|GrnWks O2StnRmvr FreeClr n/28oz||000000000000012876|10|ALL|00010101|99991231|HCHANG|20080604|HCHANG|20080604|Released|Released|000000120663|
0000000000000000000000000000000000007927|GrnWks O2StnRmvr FreeClr n/28oz|000000010803|000000000000012876|10|ALL|00010101|99991231|HCHANG|20080604|HCHANG|20080604|Obsolete|Released Submitted - Obsolete|000000120663|
0000000000000000000000000000000000007929|MTW RHV LtOrRnch 8/12fo||110814.003|17|ALL|00010101|99991231|MTURNER2|20080604|MTURNER2|20080604|Released|Released|000000120670|
0000000000000000000000000000000000007929|MTW RHV LtOrRnch 8/12fo|000000003251|110814.003|17|ALL|00010101|99991231|MTURNER2|20080604|MTURNER2|20080604|Obsolete|Released Submitted - Obsolete|000000120670|
0000000000000000000000000000000000007930|GrnWks Free and Clear GBC Spry 12/24fo||000000000000012565|11|ALL|00010101|99991231|CHERRMAN|20080605|CHERRMAN|20080626|Released|Released|000000120675|
0000000000000000000000000000000000007930|GrnWks Free and Clear GBC Spry 12/24fo|000000007286|000000000000012565|11|ALL|00010101|99991231|CHERRMAN|20080605|CHERRMAN|20080626|Released|Released|000000120675|
0000000000000000000000000000000000007930|GrnWks Free and Clear GBC Spry 12/24fo|000000009079|000000000000012565|11|ALL|00010101|99991231|CHERRMAN|20080605|CHERRMAN|20080626|Obsolete|Released Submitted - Obsolete|000000120675|
0000000000000000000000000000000000007931|PREBLND Film-Glad TLKDSOSLmn 13G WhtPrt||000000000000012565|16|ZGJV|00010101|99991231|JSTIGLIC|20080605|JSTIGLIC|20080605|Released|Released|000000120682|
0000000000000000000000000000000000007932|FM Bag Glad TLK DS OS Lmn 13gal WhtPrt||120677.001|16|ZGJV|00010101|99991231|JSTIGLIC|20080605|JSTIGLIC|20080605|Released|Released|000000120684|
0000000000000000000000000000000000007933|PRBLND Blend-GladDSTlKtWhtOS13G Lmn A FR||120679.001|16|ZGJV|00010101|20081002|JSTIGLIC|20080605|JSTIGLIC|20080605|Released|Released|000000120686|
0000000000000000000000000000000000007933|PRBLND Blend-GladDSTlKtWhtOS13G Lmn A FR|000000002690|120679.001|16|ZGJV|20081003|20090122|JSTIGLIC|20080605|CSNORECK|20081007|Released|Released|000000120686|
0000000000000000000000000000000000007933|PRBLND Blend-GladDSTlKtWhtOS13G Lmn A FR|000000003102|120679.001|16|ZGJV|20090123|20101101|JSTIGLIC|20080605|CSNORECK|20090609|Released|Released|000000120686|
0000000000000000000000000000000000007933|PRBLND Blend-GladDSTlKtWhtOS13G Lmn A FR|000000006647|120679.001|16|ZGJV|20101102|99991231|JSTIGLIC|20080605|CSNORECK|20101102|Released|Released|000000120686|
0000000000000000000000000000000000007933|PRBLND Blend-GladDSTlKtWhtOS13G Lmn A FR|000000017848|120679.001|16|ZGJV|20101102|99991231|JSTIGLIC|20080605|CSNORECK|20101102|Obsolete|Released Submitted - Obsolete|000000120686|
0000000000000000000000000000000000007934|PRBLND Blend-GladDSTlKtWhtOS13GLmn A UfR||120679.001|16|ZGJV|00010101|20081002|JSTIGLIC|20080605|JSTIGLIC|20080605|Released|Released|000000120688|
0000000000000000000000000000000000007934|PRBLND Blend-GladDSTlKtWhtOS13GLmn A UfR|000000002690|120680.001|16|ZGJV|20081003|99991231|JSTIGLIC|20080605|CSNORECK|20081007|Released|Released|000000120688|
0000000000000000000000000000000000007934|PRBLND Blend-GladDSTlKtWhtOS13GLmn A UfR|000000006766|120680.001|16|ZGJV|20081003|99991231|JSTIGLIC|20080605|CSNORECK|20081007|Obsolete|Released Submitted - Obsolete|000000120688|
0000000000000000000000000000000000007935|FM Green Works GSC Free & Clear||120620.001|11|ALL|00010101|99991231|MWILSON2|20080605|MWILSON2|20080605|Released|Released|000000120690|
0000000000000000000000000000000000007935|FM Green Works GSC Free & Clear|000000009079|120620.001|11|ALL|00010101|99991231|MWILSON2|20080605|MWILSON2|20080605|Obsolete|Released Submitted - Obsolete|000000120690|
0000000000000000000000000000000000007936|FM Green Works GBC Free & Clear||120672.001|11|ALL|00010101|99991231|MWILSON2|20080605|MWILSON2|20080605|Released|Released|000000120692|
0000000000000000000000000000000000007936|FM Green Works GBC Free & Clear|000000009079|120672.001|11|ALL|00010101|99991231|MWILSON2|20080605|MWILSON2|20080605|Obsolete|Released Submitted - Obsolete|000000120692|
0000000000000000000000000000000000007937|FM Green Works APC Free & Clear||120673.001|11|ALL|00010101|99991231|MWILSON2|20080605|MWILSON2|20080605|Released|Released|000000120694|
0000000000000000000000000000000000007937|FM Green Works APC Free & Clear|000000009079|120673.001|11|ALL|00010101|99991231|MWILSON2|20080605|MWILSON2|20080605|Obsolete|Released Submitted - Obsolete|000000120694|
0000000000000000000000000000000000007938|MTW Clx DKC RefrshCln Spray 12/946mL CA PET-BTL||83000024.005|11|ALL|00010101|99991231|ALAVICTO|20080606|ALAVICTO|20080606|Released|Released|000000120700|
0000000000000000000000000000000000007938|MTW Clx DKC RefrshCln Spray 12/946mL CA PET-BTL|000000010572|83000024.005|11|ALL|00010101|99991231|ALAVICTO|20080606|ALAVICTO|20080606|Obsolete|Released Submitted - Obsolete|000000120700|
0000000000000000000000000000000000007939|MTW ClxBlchLiq 3/182fo LC-RC for LA||120706.001|10|ALL|00010101|99991231|TWILLIA2|20080606|TWILLIA2|20080606|Released|Released|000000120707|
0000000000000000000000000000000000007940|MOLDC Br Riv ABS Fill Lid ntrl||019900.001|15|ALL|00010101|99991231|JKEYS|20080610|JKEYS|20080623|Released|Released|000000120728|
0000000000000000000000000000000000007941|MOLDC Br Riv ABS Memo Lid ntrl||019900.001|15|ALL|00010101|99991231|JKEYS|20080610|JKEYS|20080623|Released|Released|000000120730|
0000000000000000000000000000000000007942|MOLDC Br Riv ABS SptCvr ntrl||019902.001|15|ALL|00010101|99991231|JKEYS|20080610|JKEYS|20080623|Released|Released|000000120732|
0000000000000000000000000000000000007943|MTW ClxBlchLiq 2/182fo WhClb Tampa||120734.001|10|ALL|00010101|99991231|DBAYDO|20080610|DBAYDO|20080610|Released|Released|000000120739|
0000000000000000000000000000000000007943|MTW ClxBlchLiq 2/182fo WhClb Tampa|000000010572|120734.001|10|ALL|00010101|99991231|DBAYDO|20080610|DBAYDO|20080610|Obsolete|Released Submitted - Obsolete|000000120739|
0000000000000000000000000000000000007944|MTW ClxBlchLiq 3/182fo WhClb TAMPA||120735.001|10|ALL|00010101|99991231|DBAYDO|20080610|DBAYDO|20080610|Released|Released|000000120741|
0000000000000000000000000000000000007944|MTW ClxBlchLiq 3/182fo WhClb TAMPA|000000009972|120735.001|10|ALL|00010101|99991231|DBAYDO|20080610|DBAYDO|20080610|Obsolete|Released Submitted - Obsolete|000000120741|
0000000000000000000000000000000000007945|MTW ClxBlchLiq 2/182fo WhClb LA & FF||120736.001|10|ALL|00010101|99991231|DBAYDO|20080610|DBAYDO|20080610|Released|Released|000000120743|
0000000000000000000000000000000000007945|MTW ClxBlchLiq 2/182fo WhClb LA & FF|000000010572|120736.001|10|ALL|00010101|99991231|DBAYDO|20080610|DBAYDO|20080610|Obsolete|Released Submitted - Obsolete|000000120743|
0000000000000000000000000000000000007946|MTW ClxBlchLiq 3/182fo WhClb Fairfield||120737.001|10|ALL|00010101|99991231|DBAYDO|20080610|DBAYDO|20080610|Released|Released|000000120746|
0000000000000000000000000000000000007946|MTW ClxBlchLiq 3/182fo WhClb Fairfield|000000009972|120737.001|10|ALL|00010101|99991231|DBAYDO|20080610|DBAYDO|20080610|Obsolete|Released Submitted - Obsolete|000000120746|
0000000000000000000000000000000000007947|MTW ClxBlchLiq 3/182fo WHC LC-RC for LA||120738.001|10|ALL|00010101|99991231|DBAYDO|20080610|DBAYDO|20080610|Released|Released|000000120748|
0000000000000000000000000000000000007947|MTW ClxBlchLiq 3/182fo WHC LC-RC for LA|000000009972|120738.001|10|ALL|00010101|99991231|DBAYDO|20080610|DBAYDO|20080610|Obsolete|Released Submitted - Obsolete|000000120748|
0000000000000000000000000000000000007948|ASSM-FMP Br Vint Pitr 4/1ct Club Hybrid Pkg||120738.001|15|ALL|00010101|20100318|MSAXENA|20080611|MSAXENA|20080611|Released|Released|000000120755|
0000000000000000000000000000000000007948|ASSM-FMP Br Vint Pitr 4/1ct Club Hybrid Pkg|000000005183|116822.003|15|ALL|20100319|20120116|MSAXENA|20080611|TTROXEL|20100319|Released|Released|000000120755|
0000000000000000000000000000000000007948|ASSM-FMP Br Vint Pitr 4/1ct Club Hybrid Pkg|000000008960|116822.003|15|ALL|20120117|99991231|MSAXENA|20080611|TTROXEL|20120117|Released|Released|000000120755|
0000000000000000000000000000000000007952|ASSM-FMP RHV Light "Black Box"||120757.001|17|ALL|00010101|99991231|MBENITZ|20080611|MBENITZ|20080611|Released|Released|000000120766|
0000000000000000000000000000000000007952|ASSM-FMP RHV Light "Black Box"|000000002915|120757.001|17|ALL|00010101|99991231|MBENITZ|20080611|MBENITZ|20080611|Obsolete|Released Submitted - Obsolete|000000120766|
0000000000000000000000000000000000007953|CU GrnWks Ntrl DW Liq 64fo||120757.001|11|ALL|00010101|99991231|AWHEELIS|20080611|AWHEELIS|20080611|Released|Released|000000120769|
0000000000000000000000000000000000007954|GrnWks Ntrl DW Liq 6/64fo||000000000000012886|11|ALL|00010101|99991231|AWHEELIS|20080611|AWHEELIS|20080611|Released|Released|000000120771|
0000000000000000000000000000000000007954|GrnWks Ntrl DW Liq 6/64fo|000000003587|000000000000012886|11|ALL|00010101|99991231|AWHEELIS|20080611|AWHEELIS|20080611|Obsolete|Released Submitted - Obsolete|000000120771|
0000000000000000000000000000000000007955|MTW GrnWks Ntrl DW Liq 6/64 OZ BULK||000000000000012886|11|ALL|00010101|99991231|AWHEELIS|20080611|AWHEELIS|20080611|Released|Released|000000120774|
0000000000000000000000000000000000007955|MTW GrnWks Ntrl DW Liq 6/64 OZ BULK|000000010572|120773.001|11|ALL|00010101|99991231|AWHEELIS|20080611|AWHEELIS|20080611|Obsolete|Released Submitted - Obsolete|000000120774|
0000000000000000000000000000000000007956|GrnWks Ntrl DW Liq 7/64fo CLUB||120773.001|11|ALL|00010101|20090527|AWHEELIS|20080611|AWHEELIS|20080612|Released|Released|000000120777|
0000000000000000000000000000000000007956|GrnWks Ntrl DW Liq 7/64fo CLUB|000000003742|120773.001|11|ALL|20090528|99991231|AWHEELIS|20080611|AWHEELIS|20090528|Released|Released|000000120777|
0000000000000000000000000000000000007956|GrnWks Ntrl DW Liq 7/64fo CLUB|000000015348|120773.001|11|ALL|20090528|99991231|AWHEELIS|20080611|AWHEELIS|20090528|Obsolete|Released Submitted - Obsolete|000000120777|
0000000000000000000000000000000000007957|ASSM-FMP GrnWks Ntrl DW Liq 6/64fo||120773.001|11|ALL|00010101|99991231|AWHEELIS|20080611|AWHEELIS|20080611|Released|Released|000000120780|
0000000000000000000000000000000000007957|ASSM-FMP GrnWks Ntrl DW Liq 6/64fo|000000003587|120779.001|11|ALL|00010101|99991231|AWHEELIS|20080611|AWHEELIS|20080611|Obsolete|Released Submitted - Obsolete|000000120780|
0000000000000000000000000000000000007958|Alt ClxClnUp 98/32fo + Man TBC 48/24fo 1/2 PAL||000000000000012883|11|ALL|00010101|20080623|CPRESTON|20080612|CPRESTON|20080612|Released|Released|000000120783|
0000000000000000000000000000000000007958|Alt ClxClnUp 98/32fo + Man TBC 48/24fo 1/2 PAL|000000002261|000000000000012883|11|ALL|20080624|20100515|CPRESTON|20080612|CPRESTON|20080701|Released|Released|000000120783|
0000000000000000000000000000000000007958|Alt ClxClnUp 98/32fo + Man TBC 48/24fo 1/2 PAL|000000005583|000000000000012883|11|ALL|20100516|99991231|CPRESTON|20080612|KKLOTTER|20100516|Released|Released|000000120783|
0000000000000000000000000000000000007958|Alt ClxClnUp 98/32fo + Man TBC 48/24fo 1/2 PAL|000000015348|000000000000012883|11|ALL|20100516|99991231|CPRESTON|20080612|KKLOTTER|20100516|Obsolete|Released Submitted - Obsolete|000000120783|
0000000000000000000000000000000000007959|Alt ClxDisfWps Can LmnScnt Oval 8/60ct||000000000000012883|11|ALL|00010101|20080612|CPRESTON|20080612|CPRESTON|20080612|Released|Released|000000120786|
0000000000000000000000000000000000007959|Alt ClxDisfWps Can LmnScnt Oval 8/60ct|000000002235|000000000000012883|11|ALL|20080613|20080807|CPRESTON|20080612|CPRESTON|20080617|Released|Released|000000120786|
0000000000000000000000000000000000007959|Alt ClxDisfWps Can LmnScnt Oval 8/60ct|000000002437|000000000000012495|11|ALL|20080808|20080907|CPRESTON|20080612|CPRESTON|20080814|Released|Released|000000120786|
0000000000000000000000000000000000007959|Alt ClxDisfWps Can LmnScnt Oval 8/60ct|000000002560|000000000000012495|11|ALL|20080908|20090407|CPRESTON|20080612|RHOEFING|20080909|Released|Released|000000120786|
0000000000000000000000000000000000007959|Alt ClxDisfWps Can LmnScnt Oval 8/60ct|000000003461|000000000000012495|11|ALL|20090408|20090701|CPRESTON|20080612|RHOEFING|20090408|Released|Released|000000120786|
0000000000000000000000000000000000007959|Alt ClxDisfWps Can LmnScnt Oval 8/60ct|000000003932|000000000000012495|11|ALL|20090702|99991231|CPRESTON|20080612|CPRESTON|20090702|Released|Released|000000120786|
0000000000000000000000000000000000007959|Alt ClxDisfWps Can LmnScnt Oval 8/60ct|000000004249|000000000000012495|11|ALL|20090702|99991231|CPRESTON|20080612|CPRESTON|20090702|Released|Released|000000120786|
0000000000000000000000000000000000007960|Alt ClxDisfWps Can FrScnt Oval 8/60ct||000000000000012495|11|ALL|00010101|20080612|CPRESTON|20080612|CPRESTON|20080612|Released|Released|000000120788|
0000000000000000000000000000000000007960|Alt ClxDisfWps Can FrScnt Oval 8/60ct|000000002235|000000000000012496|11|ALL|20080613|20080807|CPRESTON|20080612|CPRESTON|20080617|Released|Released|000000120788|
0000000000000000000000000000000000007960|Alt ClxDisfWps Can FrScnt Oval 8/60ct|000000002437|000000000000012496|11|ALL|20080808|20080907|CPRESTON|20080612|CPRESTON|20080814|Released|Released|000000120788|
0000000000000000000000000000000000007960|Alt ClxDisfWps Can FrScnt Oval 8/60ct|000000002560|000000000000012496|11|ALL|20080908|20090407|CPRESTON|20080612|RHOEFING|20080909|Released|Released|000000120788|
0000000000000000000000000000000000007960|Alt ClxDisfWps Can FrScnt Oval 8/60ct|000000003461|000000000000012496|11|ALL|20090408|99991231|CPRESTON|20080612|RHOEFING|20090408|Released|Released|000000120788|
0000000000000000000000000000000000007960|Alt ClxDisfWps Can FrScnt Oval 8/60ct|000000004249|000000000000012496|11|ALL|20090408|99991231|CPRESTON|20080612|RHOEFING|20090408|Released|Released|000000120788|
0000000000000000000000000000000000007961|ClxClnUp Or + FrScnt 12/32fo SRU||000000000000012496|12|ALL|00010101|20080706|AWHEELIS|20080613|AWHEELIS|20080624|Released|Released|000000120791|
0000000000000000000000000000000000007961|ClxClnUp Or + FrScnt 12/32fo SRU|000000002300|000000000000012900|11|ALL|20080707|99991231|AWHEELIS|20080613|AWHEELIS|20080708|Obsolete|Released|000000120791|
0000000000000000000000000000000000007962|CU Br Vint PITR 1 CT CLUB Hybrid CA||116299.002|15|ALL|00010101|99991231|MSAXENA|20080613|MSAXENA|20080613|Released|Released|000000120793|
0000000000000000000000000000000000007963|Br Vint PITR 4/1 CT CLUB Hybrid CA||116299.002|15|ALL|00010101|99991231|MSAXENA|20080613|MSAXENA|20080616|Released|Released|000000120795|
0000000000000000000000000000000000007963|Br Vint PITR 4/1 CT CLUB Hybrid CA|000000002855|000000000000012889|15|ALL|00010101|99991231|MSAXENA|20080613|MSAXENA|20080616|Released|Released|000000120795|
0000000000000000000000000000000000007963|Br Vint PITR 4/1 CT CLUB Hybrid CA|000000016696|000000000000012889|15|ALL|00010101|99991231|MSAXENA|20080613|MSAXENA|20080616|Obsolete|Released Submitted - Obsolete|000000120795|
0000000000000000000000000000000000007964|AltRec Br Vint PITR 4/1 CT CLUB Hybrid CA||000000000000012889|15|ALL|00010101|99991231|MSAXENA|20080613|MSAXENA|20080616|Released|Released|000000120797|
0000000000000000000000000000000000007964|AltRec Br Vint PITR 4/1 CT CLUB Hybrid CA|000000002855|000000000000012889|15|ALL|00010101|99991231|MSAXENA|20080613|MSAXENA|20080616|Released|Released|000000120797|
0000000000000000000000000000000000007964|AltRec Br Vint PITR 4/1 CT CLUB Hybrid CA|000000005619|000000000000012889|15|ALL|00010101|99991231|MSAXENA|20080613|MSAXENA|20080616|Released|Released|000000120797|
0000000000000000000000000000000000007964|AltRec Br Vint PITR 4/1 CT CLUB Hybrid CA|000000016696|000000000000012889|15|ALL|00010101|99991231|MSAXENA|20080613|MSAXENA|20080616|Obsolete|Released Submitted - Obsolete|000000120797|
0000000000000000000000000000000000007965|GLAD 4-ITEM ZIP FRZR/STOR HI-CT SHP PAK1||000000000000012889|16|ALL|00010101|20080810|MKWIECIE|20080613|MKWIECIE|20080613|Released|Released|000000120799|
0000000000000000000000000000000000007965|GLAD 4-ITEM ZIP FRZR/STOR HI-CT SHP PAK1|000000002448|000000000000012889|16|ALL|20080811|20120508|MKWIECIE|20080613|LPIERCE|20080815|Released|Released|000000120799|
0000000000000000000000000000000000007965|GLAD 4-ITEM ZIP FRZR/STOR HI-CT SHP PAK1|000000009556|000000000000012889|16|ALL|20120509|99991231|MKWIECIE|20080613|SFELIZ|20120509|Released|Released|000000120799|
0000000000000000000000000000000000007966|Alt RCP AA FY09 4/1ct HGP KM SEARS||000000000000012890|12|ALL|00010101|99991231|JGIBSON|20080616|JGIBSON|20080616|Released|Released|000000120803|
0000000000000000000000000000000000007966|Alt RCP AA FY09 4/1ct HGP KM SEARS|000000003117|000000000000012890|12|ALL|00010101|99991231|JGIBSON|20080616|JGIBSON|20080616|Obsolete|Released Submitted - Obsolete|000000120803|
0000000000000000000000000000000000007967|CU GrnWks Free and Clear GSC Spry 32fo||000000000000012890|11|ALL|00010101|20080624|CHERRMAN|20080617|CHERRMAN|20080625|Released|Released|000000120809|
0000000000000000000000000000000000007967|CU GrnWks Free and Clear GSC Spry 32fo|000000002268|120816.001|11|ALL|20080625|20080820|CHERRMAN|20080617|CHERRMAN|20080630|Released|Released|000000120809|
0000000000000000000000000000000000007967|CU GrnWks Free and Clear GSC Spry 32fo|000000002489|120816.001|11|ALL|20080821|20081222|CHERRMAN|20080617|DBAYDO|20080822|Released|Released|000000120809|
0000000000000000000000000000000000007967|CU GrnWks Free and Clear GSC Spry 32fo|000000002989|120816.001|11|ALL|20081223|20090326|CHERRMAN|20080617|DBAYDO|20081229|Released|Released|000000120809|
0000000000000000000000000000000000007967|CU GrnWks Free and Clear GSC Spry 32fo|000000003394|120816.001|11|ALL|20090327|99991231|CHERRMAN|20080617|DBAYDO|20090327|Released|Released|000000120809|
0000000000000000000000000000000000007967|CU GrnWks Free and Clear GSC Spry 32fo|000000007286|120816.001|11|ALL|20090327|99991231|CHERRMAN|20080617|DBAYDO|20090327|Released|Released|000000120809|
0000000000000000000000000000000000007967|CU GrnWks Free and Clear GSC Spry 32fo|000000009079|120816.001|11|ALL|20090327|99991231|CHERRMAN|20080617|DBAYDO|20090327|Obsolete|Released Submitted - Obsolete|000000120809|
0000000000000000000000000000000000007968|CU GrnWks Free and Clear APC Spry 32 fo||120816.001|11|ALL|00010101|20080624|CHERRMAN|20080617|CHERRMAN|20080625|Released|Released|000000120811|
0000000000000000000000000000000000007968|CU GrnWks Free and Clear APC Spry 32 fo|000000002268|120817.001|11|ALL|20080625|20080820|CHERRMAN|20080617|CHERRMAN|20080630|Released|Released|000000120811|
0000000000000000000000000000000000007968|CU GrnWks Free and Clear APC Spry 32 fo|000000002489|120817.001|11|ALL|20080821|20081222|CHERRMAN|20080617|DBAYDO|20080822|Released|Released|000000120811|
0000000000000000000000000000000000007968|CU GrnWks Free and Clear APC Spry 32 fo|000000002989|120817.001|11|ALL|20081223|20090326|CHERRMAN|20080617|DBAYDO|20081229|Released|Released|000000120811|
0000000000000000000000000000000000007968|CU GrnWks Free and Clear APC Spry 32 fo|000000003394|120817.001|11|ALL|20090327|99991231|CHERRMAN|20080617|DBAYDO|20090327|Released|Released|000000120811|
0000000000000000000000000000000000007968|CU GrnWks Free and Clear APC Spry 32 fo|000000009079|120817.001|11|ALL|20090327|99991231|CHERRMAN|20080617|DBAYDO|20090327|Obsolete|Released Submitted - Obsolete|000000120811|
0000000000000000000000000000000000007969|CU GrnWks FreeClr GBC Spry 24fo||113975.001|11|ALL|00010101|20080624|CHERRMAN|20080617|CHERRMAN|20080625|Released|Released|000000120813|
0000000000000000000000000000000000007969|CU GrnWks FreeClr GBC Spry 24fo|000000002268|120815.001|11|ALL|20080625|20080826|CHERRMAN|20080617|CHERRMAN|20080630|Released|Released|000000120813|
0000000000000000000000000000000000007969|CU GrnWks FreeClr GBC Spry 24fo|000000002512|120815.001|11|ALL|20080827|20080929|CHERRMAN|20080617|DBAYDO|20080902|Released|Released|000000120813|
0000000000000000000000000000000000007969|CU GrnWks FreeClr GBC Spry 24fo|000000002671|120815.001|11|ALL|20080930|20081222|CHERRMAN|20080617|DBAYDO|20081003|Released|Released|000000120813|
0000000000000000000000000000000000007969|CU GrnWks FreeClr GBC Spry 24fo|000000002995|120815.001|11|ALL|20081223|99991231|CHERRMAN|20080617|DBAYDO|20081224|Released|Released|000000120813|
0000000000000000000000000000000000007969|CU GrnWks FreeClr GBC Spry 24fo|000000009079|120815.001|11|ALL|20081223|99991231|CHERRMAN|20080617|DBAYDO|20081224|Obsolete|Released Submitted - Obsolete|000000120813|
0000000000000000000000000000000000007970|Br ClasPitr w/16oz Nal Tritan 6/1ct SHP PAK1||120815.001|15|ALL|00010101|20080713|APROWELL|20080617|APROWELL|20080617|Released|Released|000000120821|
0000000000000000000000000000000000007970|Br ClasPitr w/16oz Nal Tritan 6/1ct SHP PAK1|000000002335|000000000000012912|15|ALL|20080714|99991231|APROWELL|20080617|JBECKSTE|20080718|Released|Released|000000120821|
0000000000000000000000000000000000007970|Br ClasPitr w/16oz Nal Tritan 6/1ct SHP PAK1|000000015244|000000000000012912|15|ALL|20080714|99991231|APROWELL|20080617|JBECKSTE|20080718|Obsolete|Released Submitted - Obsolete|000000120821|
0000000000000000000000000000000000007972|GrnWks Ntrl DW Liq Or 12/650ml MX||000000000000012832|11|ALL|00010101|99991231|KKLOTTER|20080617|KKLOTTER|20080710|Released|Released|000000120825|
0000000000000000000000000000000000007972|GrnWks Ntrl DW Liq Or 12/650ml MX|000000008340|000000000000012832|11|ALL|00010101|99991231|KKLOTTER|20080617|KKLOTTER|20080710|Obsolete|Released Submitted - Obsolete|000000120825|
0000000000000000000000000000000000007973|CU GrnWks Ntrl DW Liq Or 650ml MX||120820.001|11|ALL|00010101|20090817|KKLOTTER|20080617|KKLOTTER|20080617|Released|Released|000000120827|
0000000000000000000000000000000000007973|CU GrnWks Ntrl DW Liq Or 650ml MX|000000004136|120820.001|11|ALL|20090818|99991231|KKLOTTER|20080617|AWHALING|20090917|Released|Released|000000120827|
0000000000000000000000000000000000007973|CU GrnWks Ntrl DW Liq Or 650ml MX|000000007286|120820.001|11|ALL|20090818|99991231|KKLOTTER|20080617|AWHALING|20090917|Released|Released|000000120827|
0000000000000000000000000000000000007973|CU GrnWks Ntrl DW Liq Or 650ml MX|000000009972|120820.001|11|ALL|20090818|99991231|KKLOTTER|20080617|AWHALING|20090917|Obsolete|Released Submitted - Obsolete|000000120827|
0000000000000000000000000000000000007974|CU Br ClasPitr w/16oz Nalg Tritan 1ct PAK1||120820.001|15|ALL|00010101|99991231|APROWELL|20080617|APROWELL|20080617|Released|Released|000000120829|
0000000000000000000000000000000000007975|AltRec Br ClasPitr w/16oz Nal Tritan 6/1ct SHP PAK1||000000000000012912|15|ALL|00010101|20110126|APROWELL|20080617|APROWELL|20080617|Released|Released|000000120831|
0000000000000000000000000000000000007975|AltRec Br ClasPitr w/16oz Nal Tritan 6/1ct SHP PAK1|000000005619|000000000000012912|15|ALL|00010101|20110126|APROWELL|20080617|APROWELL|20080617|Released|Released|000000120831|
0000000000000000000000000000000000007975|AltRec Br ClasPitr w/16oz Nal Tritan 6/1ct SHP PAK1|000000007176|000000000000012912|15|ALL|20110127|99991231|APROWELL|20080617|TTROXEL|20110127|Released|Released|000000120831|
0000000000000000000000000000000000007975|AltRec Br ClasPitr w/16oz Nal Tritan 6/1ct SHP PAK1|000000015244|000000000000012912|15|ALL|20110127|99991231|APROWELL|20080617|TTROXEL|20110127|Obsolete|Released Submitted - Obsolete|000000120831|
