Directory:  /datastaging/DV3/sap/out/PDM1517
Name:       RECIPE_Header_9_20181218090634.txt
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Recipe|Description|Change number|Primary Output|Division|Authorization Group|Validity From|Validity To|Created by|Created on|Changed by|Changed on|System Status|User Status|Formula|Flag
0000000000000000000000000000000000008016|FM Clorox Bleach Liquid 6.51% Fairfield, Tampa||51591001.040|10|ALL|00010101|20090518|KSWEENE1|20080624|KSWEENE1|20080624|Released|Released|000000120944|
0000000000000000000000000000000000008016|FM Clorox Bleach Liquid 6.51% Fairfield, Tampa|000000002799|51591001.040|10|ALL|00010101|20090518|KSWEENE1|20080624|KSWEENE1|20080624|Released|Released|000000120944|
0000000000000000000000000000000000008016|FM Clorox Bleach Liquid 6.51% Fairfield, Tampa|000000003701|51591001.040|10|ALL|20090519|99991231|KSWEENE1|20080624|DBAYDO|20100623|Released|Released|000000120944|
0000000000000000000000000000000000008017|FM Clorox Bleach Liquid 7.06% Fairfield||51591001.051|10|ALL|00010101|20090518|KSWEENE1|20080624|KSWEENE1|20080624|Released|Released|000000120946|
0000000000000000000000000000000000008017|FM Clorox Bleach Liquid 7.06% Fairfield|000000003701|51591001.051|10|ALL|20090519|20110105|KSWEENE1|20080624|DBAYDO|20100623|Released|Released|000000120946|
0000000000000000000000000000000000008017|FM Clorox Bleach Liquid 7.06% Fairfield|000000007049|51591001.051|11|ALL|20110106|20110221|KSWEENE1|20080624|DBAYDO|20110106|Released|Released|000000120946|
0000000000000000000000000000000000008017|FM Clorox Bleach Liquid 7.06% Fairfield|000000007302|51591001.051|10|ALL|20110222|99991231|KSWEENE1|20080624|DBAYDO|20110224|Released|Released|000000120946|
0000000000000000000000000000000000008018|FM Clorox Bleach Liquid 6.30% Houston||51591001.051|10|ALL|00010101|20090518|KSWEENE1|20080624|KSWEENE1|20080624|Released|Released|000000120948|
0000000000000000000000000000000000008018|FM Clorox Bleach Liquid 6.30% Houston|000000003701|51591001.054|10|ALL|20090519|20101216|KSWEENE1|20080624|DBAYDO|20100623|Released|Released|000000120948|
0000000000000000000000000000000000008018|FM Clorox Bleach Liquid 6.30% Houston|000000006978|51591001.054|11|ALL|20101217|20110221|KSWEENE1|20080624|DBAYDO|20101222|Released|Released|000000120948|
0000000000000000000000000000000000008018|FM Clorox Bleach Liquid 6.30% Houston|000000007302|51591001.054|10|ALL|20110222|99991231|KSWEENE1|20080624|DBAYDO|20110224|Released|Released|000000120948|
0000000000000000000000000000000000008019|FM Clorox Bleach Liquid 6.46% Houston||51591001.056|10|ALL|00010101|20090518|KSWEENE1|20080624|KSWEENE1|20080624|Released|Released|000000120950|
0000000000000000000000000000000000008019|FM Clorox Bleach Liquid 6.46% Houston|000000003701|51591001.056|10|ALL|20090519|20101216|KSWEENE1|20080624|DBAYDO|20100623|Released|Released|000000120950|
0000000000000000000000000000000000008019|FM Clorox Bleach Liquid 6.46% Houston|000000006978|51591001.056|10|ALL|20101217|20110221|KSWEENE1|20080624|DBAYDO|20101222|Released|Released|000000120950|
0000000000000000000000000000000000008019|FM Clorox Bleach Liquid 6.46% Houston|000000007302|51591001.056|10|ALL|20110222|99991231|KSWEENE1|20080624|DBAYDO|20110224|Released|Released|000000120950|
0000000000000000000000000000000000008020|FM Clorox Bleach Liquid 6.77% Houston||51591001.059|10|ALL|00010101|20090518|KSWEENE1|20080624|KSWEENE1|20080624|Released|Released|000000120952|
0000000000000000000000000000000000008020|FM Clorox Bleach Liquid 6.77% Houston|000000003701|51591001.059|10|ALL|20090519|20101216|KSWEENE1|20080624|DBAYDO|20100623|Released|Released|000000120952|
0000000000000000000000000000000000008020|FM Clorox Bleach Liquid 6.77% Houston|000000006978|51591001.059|10|ALL|20101217|20110221|KSWEENE1|20080624|DBAYDO|20101222|Released|Released|000000120952|
0000000000000000000000000000000000008020|FM Clorox Bleach Liquid 6.77% Houston|000000007302|51591001.059|10|ALL|20110222|99991231|KSWEENE1|20080624|DBAYDO|20110224|Released|Released|000000120952|
0000000000000000000000000000000000008021|FM Clorox Bleach Liquid 6.42% Tampa||51591001.059|10|ALL|00010101|20090518|KSWEENE1|20080624|KSWEENE1|20080624|Released|Released|000000120954|
0000000000000000000000000000000000008021|FM Clorox Bleach Liquid 6.42% Tampa|000000002799|51591001.037|10|ALL|00010101|20090518|KSWEENE1|20080624|KSWEENE1|20080624|Released|Released|000000120954|
0000000000000000000000000000000000008021|FM Clorox Bleach Liquid 6.42% Tampa|000000003701|51591001.037|10|ALL|20090519|99991231|KSWEENE1|20080624|DBAYDO|20100623|Released|Released|000000120954|
0000000000000000000000000000000000008022|FM Clorox Bleach Liquid 6.71% Tampa||51591001.037|10|ALL|00010101|20090518|KSWEENE1|20080624|KSWEENE1|20080624|Released|Released|000000120956|
0000000000000000000000000000000000008022|FM Clorox Bleach Liquid 6.71% Tampa|000000003701|51591001.043|10|ALL|20090519|99991231|KSWEENE1|20080624|DBAYDO|20100623|Released|Released|000000120956|
0000000000000000000000000000000000008023|FM Clorox Bleach Liquid 6.56% Chicago||51591001.073|10|ALL|00010101|20090518|KSWEENE1|20080624|KSWEENE1|20081029|Released|Released|000000120958|
0000000000000000000000000000000000008023|FM Clorox Bleach Liquid 6.56% Chicago|000000003701|51591001.073|10|ALL|20090519|20101216|KSWEENE1|20080624|DBAYDO|20100623|Released|Released|000000120958|
0000000000000000000000000000000000008023|FM Clorox Bleach Liquid 6.56% Chicago|000000006978|51591001.073|10|ALL|20101217|20110221|KSWEENE1|20080624|DBAYDO|20101222|Released|Released|000000120958|
0000000000000000000000000000000000008023|FM Clorox Bleach Liquid 6.56% Chicago|000000007302|51591001.073|10|ALL|20110222|99991231|KSWEENE1|20080624|DBAYDO|20110224|Released|Released|000000120958|
0000000000000000000000000000000000008024|FM Clorox Bleach Liquid 6.95% Tampa||51591001.048|10|ALL|00010101|20090518|KSWEENE1|20080624|KSWEENE1|20080624|Released|Released|000000120960|
0000000000000000000000000000000000008024|FM Clorox Bleach Liquid 6.95% Tampa|000000003701|51591001.048|10|ALL|20090519|99991231|KSWEENE1|20080624|DBAYDO|20100623|Released|Released|000000120960|
0000000000000000000000000000000000008025|Alt Rec GLADW 3-ITEM TlEntr/Entr/Sp&Sal SHP||51591001.048|16|ALL|00010101|20080624|LPIERCE|20080624|LPIERCE|20080624|Released|Released|000000120962|
0000000000000000000000000000000000008025|Alt Rec GLADW 3-ITEM TlEntr/Entr/Sp&Sal SHP|000000002271|51591001.048|16|ALL|20080625|20080709|LPIERCE|20080624|LPIERCE|20080703|Released|Released|000000120962|
0000000000000000000000000000000000008025|Alt Rec GLADW 3-ITEM TlEntr/Entr/Sp&Sal SHP|000000002319|51591001.048|16|ALL|20080710|99991231|LPIERCE|20080624|LPIERCE|20080710|Released|Released|000000120962|
0000000000000000000000000000000000008025|Alt Rec GLADW 3-ITEM TlEntr/Entr/Sp&Sal SHP|000000004339|51591001.048|16|ALL|20080710|99991231|LPIERCE|20080624|LPIERCE|20080710|Obsolete|Released Submitted - Obsolete|000000120962|
0000000000000000000000000000000000008026|MTW CCUp ClnrSpry 12/32fo||120964.001|11|ALL|00010101|99991231|LFLORES|20080624|LFLORES|20080624|Released|Released|000000120966|
0000000000000000000000000000000000008026|MTW CCUp ClnrSpry 12/32fo|000000008663|120964.001|11|ALL|00010101|99991231|LFLORES|20080624|LFLORES|20080624|Obsolete|Released Submitted - Obsolete|000000120966|
0000000000000000000000000000000000008027|AltRcp ClxClnUp Clnr Spry 12/32fo||000000000000000004|11|ALL|00010101|20080709|LFLORES|20080624|LFLORES|20080624|Released|Released|000000120968|
0000000000000000000000000000000000008027|AltRcp ClxClnUp Clnr Spry 12/32fo|000000002314|000000000000000004|11|ALL|20080710|20080723|LFLORES|20080624|DBAYDO|20080710|Released|Released|000000120968|
0000000000000000000000000000000000008027|AltRcp ClxClnUp Clnr Spry 12/32fo|000000002383|000000000000000004|11|ALL|20080724|20080929|LFLORES|20080624|JSTRATTO|20080728|Released|Released|000000120968|
0000000000000000000000000000000000008027|AltRcp ClxClnUp Clnr Spry 12/32fo|000000002671|000000000000000004|11|ALL|20080930|20081222|LFLORES|20080624|DBAYDO|20081003|Released|Released|000000120968|
0000000000000000000000000000000000008027|AltRcp ClxClnUp Clnr Spry 12/32fo|000000002990|000000000000000004|11|ALL|20081223|20090104|LFLORES|20080624|DBAYDO|20081224|Released|Released|000000120968|
0000000000000000000000000000000000008027|AltRcp ClxClnUp Clnr Spry 12/32fo|000000003017|000000000000000004|11|ALL|20090105|20090211|LFLORES|20080624|DBAYDO|20090105|Released|Released|000000120968|
0000000000000000000000000000000000008027|AltRcp ClxClnUp Clnr Spry 12/32fo|000000003204|000000000000000004|11|ALL|20090212|20090714|LFLORES|20080624|DBAYDO|20090212|Released|Released|000000120968|
0000000000000000000000000000000000008027|AltRcp ClxClnUp Clnr Spry 12/32fo|000000003989|000000000000000004|11|ALL|20090715|20091109|LFLORES|20080624|CPRESTON|20090717|Released|Released|000000120968|
0000000000000000000000000000000000008027|AltRcp ClxClnUp Clnr Spry 12/32fo|000000004490|000000000000000004|11|ALL|20091110|20100331|LFLORES|20080624|DBAYDO|20091110|Released|Released|000000120968|
0000000000000000000000000000000000008027|AltRcp ClxClnUp Clnr Spry 12/32fo|000000005251|000000000000000004|11|ALL|20100401|20111010|LFLORES|20080624|GHAY|20100401|Released|Released|000000120968|
0000000000000000000000000000000000008027|AltRcp ClxClnUp Clnr Spry 12/32fo|000000007286|000000000000000004|11|ALL|20100401|20111010|LFLORES|20080624|GHAY|20100401|Released|Released|000000120968|
0000000000000000000000000000000000008027|AltRcp ClxClnUp Clnr Spry 12/32fo|000000008569|000000000000000004|11|ALL|20111011|99991231|LFLORES|20080624|DBAYDO|20111011|In process|Draft|000000120968|
0000000000000000000000000000000000008027|AltRcp ClxClnUp Clnr Spry 12/32fo|000000014762|000000000000000004|11|ALL|20111011|99991231|LFLORES|20080624|DBAYDO|20111011|Obsolete|Released Submitted - Obsolete|000000120968|
0000000000000000000000000000000000008028|FM Clorox Bleach Liquid 6.37% Los Angeles||51591001.055|10|ALL|00010101|20090518|KSWEENE1|20080625|KSWEENE1|20080625|Released|Released|000000120970|
0000000000000000000000000000000000008028|FM Clorox Bleach Liquid 6.37% Los Angeles|000000002799|51591001.055|10|ALL|00010101|20090518|KSWEENE1|20080625|KSWEENE1|20080625|Released|Released|000000120970|
0000000000000000000000000000000000008028|FM Clorox Bleach Liquid 6.37% Los Angeles|000000003701|51591001.055|10|ALL|20090519|99991231|KSWEENE1|20080625|DBAYDO|20100623|Released|Released|000000120970|
0000000000000000000000000000000000008029|FM Clorox Bleach Liquid 6.48% Los Angeles||51591001.055|10|ALL|00010101|20101216|KSWEENE1|20080625|KSWEENE1|20080625|Released|Released|000000120972|
0000000000000000000000000000000000008029|FM Clorox Bleach Liquid 6.48% Los Angeles|000000006978|51591001.057|10|ALL|20101217|20110221|KSWEENE1|20080625|DBAYDO|20101222|Released|Released|000000120972|
0000000000000000000000000000000000008029|FM Clorox Bleach Liquid 6.48% Los Angeles|000000007302|51591001.057|10|ALL|20110222|99991231|KSWEENE1|20080625|DBAYDO|20110224|Released|Released|000000120972|
0000000000000000000000000000000000008030|FM Clorox Bleach Liquid 6.62% Los Angeles||51591001.058|10|ALL|00010101|20090518|KSWEENE1|20080625|KSWEENE1|20080625|Released|Released|000000120974|
0000000000000000000000000000000000008030|FM Clorox Bleach Liquid 6.62% Los Angeles|000000002799|51591001.058|10|ALL|00010101|20090518|KSWEENE1|20080625|KSWEENE1|20080625|Released|Released|000000120974|
0000000000000000000000000000000000008030|FM Clorox Bleach Liquid 6.62% Los Angeles|000000003701|51591001.058|10|ALL|20090519|99991231|KSWEENE1|20080625|DBAYDO|20100623|Released|Released|000000120974|
0000000000000000000000000000000000008031|FM Clorox Bleach Liquid 6.68% Los Angeles||51591001.060|10|ALL|00010101|20080814|KSWEENE1|20080625|KSWEENE1|20080625|Released|Released|000000120976|
0000000000000000000000000000000000008031|FM Clorox Bleach Liquid 6.68% Los Angeles|000000002462|51591001.042|10|ALL|20080815|20090518|KSWEENE1|20080625|KSWEENE1|20080820|Released|Released|000000120976|
0000000000000000000000000000000000008031|FM Clorox Bleach Liquid 6.68% Los Angeles|000000002799|51591001.042|10|ALL|20080815|20090518|KSWEENE1|20080625|KSWEENE1|20080820|Released|Released|000000120976|
0000000000000000000000000000000000008031|FM Clorox Bleach Liquid 6.68% Los Angeles|000000003701|51591001.042|10|ALL|20090519|20101216|KSWEENE1|20080625|DBAYDO|20100623|Released|Released|000000120976|
0000000000000000000000000000000000008031|FM Clorox Bleach Liquid 6.68% Los Angeles|000000006978|51591001.042|10|ALL|20101217|20110221|KSWEENE1|20080625|DBAYDO|20101222|Released|Released|000000120976|
0000000000000000000000000000000000008031|FM Clorox Bleach Liquid 6.68% Los Angeles|000000007302|51591001.042|10|ALL|20110222|99991231|KSWEENE1|20080625|DBAYDO|20110224|Released|Released|000000120976|
0000000000000000000000000000000000008032|MTW 409 APC Spry Reg 12/32fo||120964.002|11|ALL|00010101|20111031|DBAYDO|20080625|DBAYDO|20080626|Released|Released|000000120978|
0000000000000000000000000000000000008032|MTW 409 APC Spry Reg 12/32fo|000000008667|120964.021|11|ALL|20111101|99991231|DBAYDO|20080625|DBAYDO|20111101|Released|Released|000000120978|
0000000000000000000000000000000000008032|MTW 409 APC Spry Reg 12/32fo|000000010572|120964.021|11|ALL|20111101|99991231|DBAYDO|20080625|DBAYDO|20111101|Obsolete|Released Submitted - Obsolete|000000120978|
0000000000000000000000000000000000008033|Alt.Rcp OOMPH MulPurpClnr/Dgrsr 6/32fo||120964.021|12|ALL|00010101|20080827|JGIBSON|20080625|JGIBSON|20080625|Released|Released|000000120982|
0000000000000000000000000000000000008033|Alt.Rcp OOMPH MulPurpClnr/Dgrsr 6/32fo|000000002513|000000000000012401|12|ALL|20080828|99991231|JGIBSON|20080625|JGIBSON|20080902|Released|Released|000000120982|
0000000000000000000000000000000000008033|Alt.Rcp OOMPH MulPurpClnr/Dgrsr 6/32fo|000000005619|000000000000012401|12|ALL|20080828|99991231|JGIBSON|20080625|JGIBSON|20080902|Released|Released|000000120982|
0000000000000000000000000000000000008034|Alt.Rcp OOMPH ClnrDeg Spry/Ref 4/1Gal||000000000000012401|12|ALL|00010101|20080827|JGIBSON|20080625|JGIBSON|20080625|Released|Released|000000120985|
0000000000000000000000000000000000008034|Alt.Rcp OOMPH ClnrDeg Spry/Ref 4/1Gal|000000002513|000000000000012401|12|ALL|20080828|99991231|JGIBSON|20080625|JGIBSON|20080902|Released|Released|000000120985|
0000000000000000000000000000000000008034|Alt.Rcp OOMPH ClnrDeg Spry/Ref 4/1Gal|000000005264|000000000000012852|12|ALL|20080828|99991231|JGIBSON|20080625|JGIBSON|20080902|Obsolete|Released Submitted - Obsolete|000000120985|
0000000000000000000000000000000000008035|AltRcp 409 APC Spry Reg 12/32fo PAK1||000000000000000848|11|ALL|00010101|20080929|DBAYDO|20080626|DBAYDO|20080807|Released|Released|000000120998|
0000000000000000000000000000000000008035|AltRcp 409 APC Spry Reg 12/32fo PAK1|000000002671|000000000000000848|11|ALL|20080930|20081222|DBAYDO|20080626|DBAYDO|20081015|Released|Released|000000120998|
0000000000000000000000000000000000008035|AltRcp 409 APC Spry Reg 12/32fo PAK1|000000002990|000000000000000848|11|ALL|20081223|20090104|DBAYDO|20080626|DBAYDO|20081224|Released|Released|000000120998|
0000000000000000000000000000000000008035|AltRcp 409 APC Spry Reg 12/32fo PAK1|000000003017|000000000000000848|11|ALL|20090105|20090326|DBAYDO|20080626|DBAYDO|20090105|Released|Released|000000120998|
0000000000000000000000000000000000008035|AltRcp 409 APC Spry Reg 12/32fo PAK1|000000003402|000000000000000848|11|ALL|20090327|20090706|DBAYDO|20080626|DBAYDO|20090401|Released|Released|000000120998|
0000000000000000000000000000000000008035|AltRcp 409 APC Spry Reg 12/32fo PAK1|000000003951|000000000000000848|11|ALL|20090707|20090707|DBAYDO|20080626|CPRESTON|20090707|Released|Released|000000120998|
0000000000000000000000000000000000008035|AltRcp 409 APC Spry Reg 12/32fo PAK1|000000003954|000000000000000848|11|ALL|20090708|20091109|DBAYDO|20080626|JSTRATTO|20090709|Released|Released|000000120998|
0000000000000000000000000000000000008035|AltRcp 409 APC Spry Reg 12/32fo PAK1|000000004490|000000000000000848|11|ALL|20091110|20100331|DBAYDO|20080626|DBAYDO|20091110|Released|Released|000000120998|
0000000000000000000000000000000000008035|AltRcp 409 APC Spry Reg 12/32fo PAK1|000000005255|000000000000000848|11|ALL|20100401|20121017|DBAYDO|20080626|GHAY|20100401|Released|Released|000000120998|
0000000000000000000000000000000000008035|AltRcp 409 APC Spry Reg 12/32fo PAK1|000000007148|000000000000000848|11|ALL|20100401|20121017|DBAYDO|20080626|GHAY|20100401|Released|Released|000000120998|
0000000000000000000000000000000000008035|AltRcp 409 APC Spry Reg 12/32fo PAK1|000000010453|000000000000000848|11|ALL|20121018|99991231|DBAYDO|20080626|CPRESTO3|20121019|Released|Released|000000120998|
0000000000000000000000000000000000008035|AltRcp 409 APC Spry Reg 12/32fo PAK1|000000012246|000000000000000848|11|ALL|20121018|99991231|DBAYDO|20080626|CPRESTO3|20121019|Obsolete|Released Submitted - Obsolete|000000120998|
0000000000000000000000000000000000008036|FrStep FrExp LBF LavVal 12/23oz PAK1||000000000000012924|13|ALL|00010101|99991231|JTODD|20080626|JTODD|20080626|Released|Released|000000121005|
0000000000000000000000000000000000008036|FrStep FrExp LBF LavVal 12/23oz PAK1|000000004029|000000000000012924|13|ALL|00010101|99991231|JTODD|20080626|JTODD|20080626|Obsolete|Released Submitted - Obsolete|000000121005|
0000000000000000000000000000000000008037|FrStep FrExp LBF MtnFrst 12/23oz PAK1||000000000000012925|13|ALL|00010101|99991231|JTODD|20080626|JTODD|20080626|Released|Released|000000121007|
0000000000000000000000000000000000008037|FrStep FrExp LBF MtnFrst 12/23oz PAK1|000000004029|000000000000012925|13|ALL|00010101|99991231|JTODD|20080626|JTODD|20080626|Obsolete|Released Submitted - Obsolete|000000121007|
0000000000000000000000000000000000008038|GLAD 4-ITEM ZIP FRZR/STOR HI-CT SHP HOL9||000000000000012925|16|ALL|00010101|20080827|LPIERCE|20080626|LPIERCE|20080626|Released|Released|000000121010|
0000000000000000000000000000000000008038|GLAD 4-ITEM ZIP FRZR/STOR HI-CT SHP HOL9|000000002516|000000000000012925|16|ALL|20080828|20080901|LPIERCE|20080626|LPIERCE|20080829|Inactive|Released|000000121010|
0000000000000000000000000000000000008038|GLAD 4-ITEM ZIP FRZR/STOR HI-CT SHP HOL9|000000002527|000000000000012925|16|ALL|20080902|99991231|LPIERCE|20080626|LPIERCE|20080902|Released|Released|000000121010|
0000000000000000000000000000000000008038|GLAD 4-ITEM ZIP FRZR/STOR HI-CT SHP HOL9|000000004339|000000000000012925|16|ALL|20080902|99991231|LPIERCE|20080626|LPIERCE|20080902|Obsolete|Released Submitted - Obsolete|000000121010|
0000000000000000000000000000000000008039|Alt Rcp GLAD 4-ITEM ZIP FZ/STOR HI-CT SHP HOL9||000000000000012925|16|ALL|00010101|20080827|LPIERCE|20080626|LPIERCE|20080626|Released|Released|000000121012|
0000000000000000000000000000000000008039|Alt Rcp GLAD 4-ITEM ZIP FZ/STOR HI-CT SHP HOL9|000000002516|000000000000012925|16|ALL|20080828|20080901|LPIERCE|20080626|LPIERCE|20080829|Inactive|Released|000000121012|
0000000000000000000000000000000000008039|Alt Rcp GLAD 4-ITEM ZIP FZ/STOR HI-CT SHP HOL9|000000002527|000000000000012925|16|ALL|20080902|20080902|LPIERCE|20080626|LPIERCE|20080902|Released|Released|000000121012|
0000000000000000000000000000000000008039|Alt Rcp GLAD 4-ITEM ZIP FZ/STOR HI-CT SHP HOL9|000000002543|000000000000012925|16|ALL|20080903|99991231|LPIERCE|20080626|LPIERCE|20080904|Released|Released|000000121012|
0000000000000000000000000000000000008039|Alt Rcp GLAD 4-ITEM ZIP FZ/STOR HI-CT SHP HOL9|000000004339|000000000000012925|16|ALL|20080903|99991231|LPIERCE|20080626|LPIERCE|20080904|Obsolete|Released Submitted - Obsolete|000000121012|
0000000000000000000000000000000000008040|GLAD 4-ITEM ZIP FRZR/STOR LO-CT SHP HOL9||000000000000012925|16|ALL|00010101|99991231|LPIERCE|20080626|LPIERCE|20080626|Released|Released|000000121015|
0000000000000000000000000000000000008040|GLAD 4-ITEM ZIP FRZR/STOR LO-CT SHP HOL9|000000004339|000000000000012925|16|ALL|00010101|99991231|LPIERCE|20080626|LPIERCE|20080626|Obsolete|Released Submitted - Obsolete|000000121015|
0000000000000000000000000000000000008041|Alt Rcp GLAD 4-ITEM ZIP FRZR/STOR LO-CT SHP HOL9||000000000000012925|16|ALL|00010101|20080903|LPIERCE|20080626|LPIERCE|20080626|Released|Released|000000121017|
0000000000000000000000000000000000008041|Alt Rcp GLAD 4-ITEM ZIP FRZR/STOR LO-CT SHP HOL9|000000002549|000000000000012930|16|ALL|20080904|99991231|LPIERCE|20080626|LPIERCE|20080908|Released|Released|000000121017|
0000000000000000000000000000000000008041|Alt Rcp GLAD 4-ITEM ZIP FRZR/STOR LO-CT SHP HOL9|000000004339|000000000000012930|16|ALL|20080904|99991231|LPIERCE|20080626|LPIERCE|20080908|Obsolete|Released Submitted - Obsolete|000000121017|
0000000000000000000000000000000000008042|BB LpBlm VnllaBn 12/0.15oz||000000000000026518|01|ALL|00010101|99991231|JTODD|20080626|JLOPEZ5|20160502|Released|Released|000000121023|
0000000000000000000000000000000000008043|Clx Flx CN SSTT28A8B 1/4 PAL||000000000000026518|11|ALL|00010101|20100906|AWHEELIS|20080627|AWHEELIS|20080627|Released|Released|000000121032|
0000000000000000000000000000000000008043|Clx Flx CN SSTT28A8B 1/4 PAL|000000004350|000000000000012927|11|ALL|00010101|20100906|AWHEELIS|20080627|AWHEELIS|20080627|Obsolete|Released|000000121032|
0000000000000000000000000000000000008043|Clx Flx CN SSTT28A8B 1/4 PAL|000000006296|000000000000012927|11|ALL|20100907|99991231|AWHEELIS|20080627|BLANDIS|20100907|Obsolete|Released|000000121032|
0000000000000000000000000000000000008043|Clx Flx CN SSTT28A8B 1/4 PAL|000000011539|000000000000012927|11|ALL|20100907|99991231|AWHEELIS|20080627|BLANDIS|20100907|Obsolete|Released Submitted - Obsolete|000000121032|
0000000000000000000000000000000000008044|Clx Flx CN PQ6A6B 1/4 PAL||000000000000012927|11|ALL|00010101|99991231|AWHEELIS|20080627|AWHEELIS|20080627|Released|Released|000000121036|
0000000000000000000000000000000000008044|Clx Flx CN PQ6A6B 1/4 PAL|000000004350|000000000000012927|11|ALL|00010101|99991231|AWHEELIS|20080627|AWHEELIS|20080627|Obsolete|Released|000000121036|
0000000000000000000000000000000000008044|Clx Flx CN PQ6A6B 1/4 PAL|000000011539|000000000000012928|11|ALL|00010101|99991231|AWHEELIS|20080627|AWHEELIS|20080627|Obsolete|Released Submitted - Obsolete|000000121036|
0000000000000000000000000000000000008045|BHV OrRnch 6/473 mL CA||000000000000012928|17|ALL|00010101|99991231|MSAXENA|20080627|MSAXENA|20080627|Released|Released|000000121038|
0000000000000000000000000000000000008046|CU BHV Or 473ml CA||121035.001|17|ALL|00010101|20100105|MSAXENA|20080627|MSAXENA|20080630|Released|Released|000000121040|
0000000000000000000000000000000000008046|CU BHV Or 473ml CA|000000004763|121035.001|17|ALL|20100106|20130526|MSAXENA|20080627|SHALCOMB|20130204|Released|Released|000000121040|
0000000000000000000000000000000000008046|CU BHV Or 473ml CA|000000011625|121035.001|17|ALL|20130527|20140416|MSAXENA|20080627|JDENICOL|20130527|Released|Released|000000121040|
0000000000000000000000000000000000008046|CU BHV Or 473ml CA|000000013164|121035.001|17|ALL|20140417|20140708|MSAXENA|20080627|CUJIHARA|20140417|Released|Released|000000121040|
0000000000000000000000000000000000008046|CU BHV Or 473ml CA|000000013566|121035.001|17|ALL|20140709|20160323|MSAXENA|20080627|CUJIHARA|20140709|Released|Released|000000121040|
0000000000000000000000000000000000008046|CU BHV Or 473ml CA|000000016564|121035.001|17|ALL|20160324|99991231|MSAXENA|20080627|MDENNIS1|20160325|Released|Released|000000121040|
0000000000000000000000000000000000008047|Clx Flx CN 7A7B7C9A9B0A0B 1/4 PAL||121035.001|11|ALL|00010101|99991231|AWHEELIS|20080627|AWHEELIS|20080627|Released|Released|000000121042|
0000000000000000000000000000000000008047|Clx Flx CN 7A7B7C9A9B0A0B 1/4 PAL|000000004350|000000000000012929|11|ALL|00010101|99991231|AWHEELIS|20080627|AWHEELIS|20080627|Obsolete|Released|000000121042|
0000000000000000000000000000000000008047|Clx Flx CN 7A7B7C9A9B0A0B 1/4 PAL|000000006660|000000000000012929|11|ALL|00010101|99991231|AWHEELIS|20080627|AWHEELIS|20080627|Obsolete|Released Submitted - Obsolete|000000121042|
0000000000000000000000000000000000008048|AtlRcp GrnWks APC + GSC 12/32fo SRU||000000000000012903|11|ALL|00010101|20080706|RCARINO|20080627|RCARINO|20080627|Released|Released|000000121049|
0000000000000000000000000000000000008048|AtlRcp GrnWks APC + GSC 12/32fo SRU|000000002300|000000000000012903|11|ALL|20080707|99991231|RCARINO|20080627|CHERRMAN|20080708|Obsolete|Released|000000121049|
0000000000000000000000000000000000008048|AtlRcp GrnWks APC + GSC 12/32fo SRU|000000003550|000000000000012903|11|ALL|20080707|99991231|RCARINO|20080627|CHERRMAN|20080708|Obsolete|Released Submitted - Obsolete|000000121049|
0000000000000000000000000000000000008049|CU ClxBlch SplLess LiqGel 82fo||000000000000012903|10|ALL|00010101|20091210|KKLOTTER|20080627|KKLOTTER|20080627|Released|Released|000000121051|
0000000000000000000000000000000000008049|CU ClxBlch SplLess LiqGel 82fo|000000004647|140183.001|10|ALL|20091211|20100801|KKLOTTER|20080627|SWILLIA2|20091211|Released|Released|000000121051|
0000000000000000000000000000000000008049|CU ClxBlch SplLess LiqGel 82fo|000000006048|140183.001|10|ALL|20100802|99991231|KKLOTTER|20080627|RWOOD|20100802|Released|Released|000000121051|
0000000000000000000000000000000000008049|CU ClxBlch SplLess LiqGel 82fo|000000006176|140183.001|10|ALL|20100802|99991231|KKLOTTER|20080627|RWOOD|20100802|Released|Released|000000121051|
0000000000000000000000000000000000008050|CU ClxBlch Pls AntiAllrgn Liq 82fo FRM1||113909.002|10|ALL|00010101|99991231|KKLOTTER|20080629|KKLOTTER|20080629|Released|Released|000000121053|
0000000000000000000000000000000000008051|CU ClxBlch Liq Reg 1l HU BO||113909.002|11|ALL|00010101|99991231|IZAVALET|20080630|IZAVALET|20080718|Released|Released|000000121063|
0000000000000000000000000000000000008053|CU ClxBlch SplLess LiqGel 82fo HiAlt||141179.001|10|ALL|00010101|20100822|KKLOTTER|20080630|KKLOTTER|20080630|Released|Released|000000121067|
0000000000000000000000000000000000008053|CU ClxBlch SplLess LiqGel 82fo HiAlt|000000006176|141179.001|10|ALL|00010101|20100822|KKLOTTER|20080630|KKLOTTER|20080630|Released|Released|000000121067|
0000000000000000000000000000000000008053|CU ClxBlch SplLess LiqGel 82fo HiAlt|000000006189|141179.001|10|ALL|20100823|20100825|KKLOTTER|20080630|TALLEN1|20100823|Released|Released|000000121067|
0000000000000000000000000000000000008053|CU ClxBlch SplLess LiqGel 82fo HiAlt|000000006214|141179.001|10|ALL|20100826|99991231|KKLOTTER|20080630|RWOOD|20100826|Released|Released|000000121067|
0000000000000000000000000000000000008054|CU ClxBlch Liq Lmn 1l HU BO||120632.001|11|ALL|00010101|99991231|IZAVALET|20080630|IZAVALET|20080718|Released|Released|000000121069|
